index,position_x,position_y,position_z,pitchy,pitchx,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,LineID,countx,Universe,bulbonline,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,globalposition_x,globalposition_y,globalposition_z,AmI_0axis_IndicatorGlobal,AmI_Xaxis_indicatorGlobal,AmI_Yaxis_indicatorGlobal,AmI_Zaxis_indicatorGlobal,AmI_Xaxis_indicatorLocal,AmI_Zaxis_indicatorLocal,AmI_0axis_IndicatorLocal,AmI_Yaxis_indicatorLocal
573,7.870,1.931,6.055,0.320,0.450,11.737,2.386,-2.386,18,28,3,1,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
574,7.813,2.203,5.897,0.320,0.450,11.737,2.054,-2.054,18,28,3,2,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
575,7.754,2.481,5.749,0.320,0.450,11.737,1.727,-1.727,18,28,3,3,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
576,7.694,2.760,5.604,0.320,0.450,11.737,1.411,-1.411,18,28,3,4,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
577,7.633,3.048,5.479,0.320,0.450,11.737,1.097,-1.097,18,28,3,5,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
578,7.572,3.336,5.355,0.320,0.450,11.737,0.776,-0.776,18,28,3,6,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
579,7.509,3.631,5.246,0.320,0.450,11.737,0.493,-0.493,18,28,3,7,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
580,7.446,3.928,5.145,0.320,0.450,11.737,0.290,-0.290,18,28,3,8,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
581,7.383,4.226,5.050,0.320,0.450,11.737,0.168,-0.168,18,28,3,9,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
582,7.318,4.530,4.974,0.320,0.450,11.737,0.118,-0.118,18,28,3,10,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
583,7.253,4.835,4.898,0.320,0.450,11.737,0.042,-0.042,18,28,3,11,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
584,7.188,5.142,4.841,0.320,0.450,11.737,0.032,-0.032,18,28,3,12,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
585,7.122,5.451,4.790,0.320,0.450,11.737,0.082,-0.082,18,28,3,13,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
586,7.056,5.761,4.748,0.320,0.450,11.737,0.184,-0.184,18,28,3,14,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
587,6.990,6.073,4.722,0.320,0.450,11.737,0.354,-0.354,18,28,3,15,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
588,6.924,6.385,4.696,0.320,0.450,11.737,0.700,-0.700,18,28,3,16,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
589,6.857,6.698,4.693,0.320,0.450,11.737,0.997,-0.997,18,28,0,17,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
590,6.791,7.011,4.693,0.320,0.450,11.737,1.163,-1.163,18,28,0,18,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
591,6.724,7.323,4.705,0.320,0.450,11.737,1.221,-1.221,18,28,0,19,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
592,6.658,7.635,4.730,0.320,0.450,11.737,1.187,-1.187,18,28,0,20,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
593,6.592,7.947,4.756,0.320,0.450,11.737,0.950,-0.950,18,28,0,21,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
594,6.526,8.256,4.807,0.320,0.450,11.737,0.705,-0.705,18,28,0,22,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
595,6.460,8.565,4.858,0.320,0.450,11.737,0.478,-0.478,18,28,0,23,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
596,6.395,8.871,4.923,0.320,0.450,11.737,0.349,-0.349,18,28,0,24,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
597,6.331,9.175,4.999,0.320,0.450,11.737,0.319,-0.319,18,28,0,25,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
598,6.266,9.479,5.077,0.320,0.450,11.737,0.418,-0.418,18,28,0,26,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
599,6.203,9.776,5.178,0.320,0.450,11.737,0.649,-0.649,18,28,0,27,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
600,6.140,10.074,5.279,0.320,0.450,11.737,0.946,-0.946,18,28,0,28,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
601,6.078,10.365,5.396,0.320,0.450,11.737,1.272,-1.272,18,28,0,29,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
602,6.017,10.653,5.520,0.320,0.450,11.737,1.630,-1.630,18,28,0,30,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
603,5.956,10.938,5.649,0.320,0.450,11.737,1.957,-1.957,18,28,0,31,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
604,5.897,11.216,5.797,0.320,0.450,11.737,2.264,-2.264,18,28,0,32,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
605,5.838,11.493,5.945,0.320,0.450,11.737,2.538,-2.538,18,28,0,33,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
606,5.781,11.761,6.110,0.320,0.450,11.737,2.843,-2.843,18,28,0,34,6.835,6.804,4.693,7.983,1.401,6.395,5.687,12.206,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
607,8.328,1.944,6.139,0.320,0.450,11.730,2.641,-2.641,19,28,3,0,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
608,8.269,2.218,5.966,0.320,0.450,11.730,2.276,-2.276,19,28,3,1,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
609,8.209,2.504,5.814,0.320,0.450,11.730,1.924,-1.924,19,28,3,2,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
610,8.148,2.790,5.662,0.320,0.450,11.730,1.563,-1.563,19,28,3,3,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
611,8.086,3.083,5.527,0.320,0.450,11.730,1.208,-1.208,19,28,3,4,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
612,8.023,3.380,5.398,0.320,0.450,11.730,0.860,-0.860,19,28,3,5,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
613,7.959,3.680,5.278,0.320,0.450,11.730,0.542,-0.542,19,28,3,6,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
614,7.894,3.986,5.174,0.320,0.450,11.730,0.318,-0.318,19,28,3,7,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
615,7.829,4.292,5.071,0.320,0.450,11.730,0.152,-0.152,19,28,3,8,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
616,7.762,4.605,4.991,0.320,0.450,11.730,0.069,-0.069,19,28,3,9,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
617,7.696,4.918,4.913,0.320,0.450,11.730,0.030,-0.030,19,28,3,10,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
618,7.629,5.234,4.850,0.320,0.450,11.730,0.077,-0.077,19,28,3,11,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
619,7.561,5.552,4.797,0.320,0.450,11.730,0.206,-0.206,19,28,3,12,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
620,7.493,5.870,4.750,0.320,0.450,11.730,0.463,-0.463,19,28,3,13,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
621,7.425,6.191,4.724,0.320,0.450,11.730,0.863,-0.863,19,28,3,14,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
622,7.357,6.512,4.698,0.320,0.450,11.730,1.360,-1.360,19,28,3,15,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
623,7.288,6.834,4.693,0.320,0.450,11.730,1.592,-1.592,19,28,0,16,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
624,7.220,7.156,4.693,0.320,0.450,11.730,1.622,-1.622,19,28,0,17,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
625,7.152,7.478,4.706,0.320,0.450,11.730,1.586,-1.586,19,28,0,18,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
626,7.083,7.799,4.732,0.320,0.450,11.730,1.462,-1.462,19,28,0,19,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
627,7.015,8.120,4.761,0.320,0.450,11.730,1.235,-1.235,19,28,0,20,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
628,6.948,8.438,4.813,0.320,0.450,11.730,0.946,-0.946,19,28,0,21,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
629,6.880,8.756,4.866,0.320,0.450,11.730,0.701,-0.701,19,28,0,22,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
630,6.813,9.071,4.937,0.320,0.450,11.730,0.639,-0.639,19,28,0,23,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
631,6.746,9.384,5.015,0.320,0.450,11.730,0.654,-0.654,19,28,0,24,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
632,6.680,9.694,5.103,0.320,0.450,11.730,0.742,-0.742,19,28,0,25,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
633,6.615,10.001,5.206,0.320,0.450,11.730,0.968,-0.968,19,28,0,26,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
634,6.550,10.307,5.310,0.320,0.450,11.730,1.248,-1.248,19,28,0,27,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
635,6.487,10.604,5.438,0.320,0.450,11.730,1.574,-1.574,19,28,0,28,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
636,6.424,10.900,5.566,0.320,0.450,11.730,1.871,-1.871,19,28,0,29,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
637,6.363,11.190,5.709,0.320,0.450,11.730,2.144,-2.144,19,28,0,30,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
638,6.302,11.475,5.861,0.320,0.450,11.730,2.394,-2.394,19,28,0,31,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
639,6.242,11.758,6.018,0.320,0.450,11.730,2.673,-2.673,19,28,0,32,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
640,6.184,12.031,6.193,0.320,0.450,11.730,3.010,-3.010,19,28,0,33,7.265,6.946,4.693,8.412,1.547,6.395,6.117,12.345,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
641,8.784,1.960,6.224,0.320,0.450,11.722,2.813,-2.813,20,28,3,0,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
642,8.728,2.225,6.054,0.320,0.450,11.722,2.456,-2.456,20,28,3,1,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
643,8.670,2.498,5.896,0.320,0.450,11.722,2.116,-2.116,20,28,3,2,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
644,8.611,2.775,5.748,0.320,0.450,11.722,1.769,-1.769,20,28,3,3,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
645,8.552,3.054,5.603,0.320,0.450,11.722,1.410,-1.410,20,28,3,4,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
646,8.491,3.342,5.478,0.320,0.450,11.722,1.075,-1.075,20,28,3,5,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
647,8.429,3.630,5.354,0.320,0.450,11.722,0.774,-0.774,20,28,3,6,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
648,8.367,3.925,5.245,0.320,0.450,11.722,0.516,-0.516,20,28,3,7,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
649,8.304,4.222,5.144,0.320,0.450,11.722,0.300,-0.300,20,28,3,8,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
650,8.240,4.520,5.049,0.320,0.450,11.722,0.130,-0.130,20,28,3,9,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
651,8.176,4.824,4.973,0.320,0.450,11.722,0.080,-0.080,20,28,3,10,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
652,8.111,5.129,4.897,0.320,0.450,11.722,0.122,-0.122,20,28,3,11,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
653,8.046,5.436,4.840,0.320,0.450,11.722,0.283,-0.283,20,28,3,12,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
654,7.980,5.745,4.789,0.320,0.450,11.722,0.623,-0.623,20,28,3,13,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
655,7.914,6.056,4.747,0.320,0.450,11.722,1.190,-1.190,20,28,3,14,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
656,7.848,6.367,4.721,0.320,0.450,11.722,1.695,-1.695,20,28,3,15,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
657,7.781,6.679,4.696,0.320,0.450,11.722,2.005,-2.005,20,28,0,16,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
658,7.715,6.992,4.693,0.320,0.450,11.722,2.136,-2.136,20,28,0,17,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
659,7.648,7.305,4.693,0.320,0.450,11.722,2.122,-2.122,20,28,0,18,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
660,7.582,7.617,4.705,0.320,0.450,11.722,1.999,-1.999,20,28,0,19,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
661,7.516,7.929,4.731,0.320,0.450,11.722,1.805,-1.805,20,28,0,20,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
662,7.449,8.241,4.757,0.320,0.450,11.722,1.523,-1.523,20,28,0,21,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
663,7.384,8.550,4.808,0.320,0.450,11.722,1.248,-1.248,20,28,0,22,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
664,7.318,8.859,4.859,0.320,0.450,11.722,1.052,-1.052,20,28,0,23,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
665,7.253,9.165,4.925,0.320,0.450,11.722,1.072,-1.072,20,28,0,24,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
666,7.188,9.469,5.001,0.320,0.450,11.722,1.101,-1.101,20,28,0,25,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
667,7.124,9.773,5.081,0.320,0.450,11.722,1.170,-1.170,20,28,0,26,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
668,7.061,10.070,5.182,0.320,0.450,11.722,1.286,-1.286,20,28,0,27,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
669,6.997,10.368,5.283,0.320,0.450,11.722,1.473,-1.473,20,28,0,28,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
670,6.936,10.659,5.400,0.320,0.450,11.722,1.694,-1.694,20,28,0,29,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
671,6.874,10.946,5.525,0.320,0.450,11.722,1.912,-1.912,20,28,0,30,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
672,6.814,11.231,5.655,0.320,0.450,11.722,2.090,-2.090,20,28,0,31,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
673,6.755,11.509,5.803,0.320,0.450,11.722,2.274,-2.274,20,28,0,32,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
674,6.696,11.786,5.951,0.320,0.450,11.722,2.575,-2.575,20,28,0,33,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
675,6.639,12.053,6.117,0.320,0.450,11.722,2.910,-2.910,20,28,0,34,7.694,7.091,4.693,8.841,1.695,6.395,6.547,12.485,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
676,9.184,2.244,6.139,0.320,0.450,11.713,2.511,-2.511,21,28,3,0,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
677,9.128,2.509,5.970,0.320,0.450,11.713,2.165,-2.165,21,28,3,1,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
678,9.069,2.787,5.822,0.320,0.450,11.713,1.829,-1.829,21,28,3,2,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
679,9.010,3.064,5.674,0.320,0.450,11.713,1.502,-1.502,21,28,3,3,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
680,8.949,3.348,5.540,0.320,0.450,11.713,1.199,-1.199,21,28,3,4,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
681,8.888,3.637,5.415,0.320,0.450,11.713,0.928,-0.928,21,28,3,5,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
682,8.827,3.926,5.295,0.320,0.450,11.713,0.678,-0.678,21,28,3,6,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
683,8.763,4.223,5.194,0.320,0.450,11.713,0.482,-0.482,21,28,3,7,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
684,8.700,4.521,5.093,0.320,0.450,11.713,0.314,-0.314,21,28,3,8,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
685,8.636,4.823,5.010,0.320,0.450,11.713,0.234,-0.234,21,28,3,9,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
686,8.571,5.127,4.934,0.320,0.450,11.713,0.293,-0.293,21,28,3,10,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
687,8.506,5.432,4.865,0.320,0.450,11.713,0.496,-0.496,21,28,3,11,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
688,8.441,5.741,4.814,0.320,0.450,11.713,0.913,-0.913,21,28,3,12,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
689,8.375,6.050,4.763,0.320,0.450,11.713,1.494,-1.494,21,28,3,13,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
690,8.309,6.362,4.734,0.320,0.450,11.713,1.962,-1.962,21,28,3,14,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
691,8.243,6.674,4.708,0.320,0.450,11.713,2.635,-2.635,21,28,3,15,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
692,8.176,6.986,4.693,0.320,0.450,11.713,2.838,-2.838,21,28,0,16,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
693,8.110,7.299,4.693,0.320,0.450,11.713,2.315,-2.315,21,28,0,17,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
694,8.043,7.612,4.693,0.320,0.450,11.713,2.167,-2.167,21,28,0,18,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
695,7.977,7.924,4.719,0.320,0.450,11.713,1.983,-1.983,21,28,0,19,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
696,7.911,8.235,4.744,0.320,0.450,11.713,1.760,-1.760,21,28,0,20,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
697,7.845,8.546,4.784,0.320,0.450,11.713,1.577,-1.577,21,28,0,21,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
698,7.779,8.855,4.835,0.320,0.450,11.713,1.445,-1.445,21,28,0,22,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
699,7.713,9.164,4.888,0.320,0.450,11.713,1.508,-1.508,21,28,0,23,8.123,7.237,4.693,9.269,1.846,6.395,6.977,12.627,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
