index,position_x,position_y,position_z,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,LineID,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,AmI_0axis_Indicator,AmI_Yaxis_indicator,AmI_Xaxis_indicator,AmI_Zaxis_indicator
857,10.991,4.567,5.364,11.871,0.782,-0.782,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
858,10.928,4.861,5.255,11.871,0.713,-0.713,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
859,10.865,5.158,5.155,11.871,0.667,-0.667,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
860,10.802,5.457,5.059,11.871,0.637,-0.637,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
861,10.737,5.761,4.983,11.871,0.636,-0.636,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
862,10.672,6.065,4.908,11.871,0.662,-0.662,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
863,10.607,6.372,4.849,11.871,0.757,-0.757,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
864,10.541,6.681,4.798,11.871,0.831,-0.831,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
865,10.475,6.991,4.752,11.871,0.837,-0.837,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
866,10.409,7.303,4.727,11.871,0.787,-0.787,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
867,10.343,7.615,4.701,11.871,0.656,-0.656,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
868,10.276,7.928,4.693,11.871,0.512,-0.512,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
869,10.210,8.241,4.693,11.871,0.425,-0.425,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
870,10.143,8.554,4.699,11.871,0.396,-0.396,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
871,10.077,8.866,4.724,11.871,0.538,-0.538,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
872,10.010,9.179,4.749,11.871,0.850,-0.850,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
873,9.945,9.489,4.793,11.871,1.300,-1.300,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
874,9.879,9.798,4.844,11.871,1.549,-1.549,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
875,9.813,10.105,4.901,11.871,1.686,-1.686,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
876,9.749,10.410,4.976,11.871,1.720,-1.720,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
877,9.684,10.714,5.051,11.871,1.651,-1.651,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
878,9.621,11.013,5.146,11.871,1.518,-1.518,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
879,9.557,11.310,5.245,11.871,1.450,-1.450,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
880,9.495,11.604,5.352,11.871,1.476,-1.476,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
881,9.433,11.893,5.475,11.871,1.643,-1.643,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
882,9.372,12.183,5.599,11.871,1.834,-1.834,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
883,9.312,12.463,5.741,11.871,2.023,-2.023,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
884,9.253,12.742,5.888,11.871,2.268,-2.268,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
885,9.195,13.016,6.042,11.871,2.706,-2.706,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
886,9.138,13.282,6.210,11.871,3.251,-3.251,26,10.240,8.100,4.693,11.403,2.627,6.395,9.076,13.574,6.395,False,False,False,False
887,11.772,3.055,6.227,11.913,1.972,-1.972,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
888,11.715,3.322,6.059,11.913,1.640,-1.640,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
889,11.657,3.595,5.903,11.913,1.337,-1.337,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
890,11.598,3.874,5.758,11.913,1.073,-1.073,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
891,11.539,4.153,5.613,11.913,0.822,-0.822,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
892,11.477,4.442,5.490,11.913,0.665,-0.665,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
893,11.416,4.731,5.367,11.913,0.550,-0.550,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
894,11.353,5.025,5.258,11.913,0.483,-0.483,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
895,11.290,5.322,5.158,11.913,0.450,-0.450,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
896,11.227,5.620,5.061,11.913,0.426,-0.426,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
897,11.162,5.925,4.986,11.913,0.438,-0.438,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
898,11.097,6.229,4.911,11.913,0.462,-0.462,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
899,11.032,6.536,4.851,11.913,0.557,-0.557,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
900,10.966,6.845,4.801,11.913,0.671,-0.671,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
901,10.901,7.155,4.753,11.913,0.693,-0.693,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
902,10.834,7.467,4.728,11.913,0.585,-0.585,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
903,10.768,7.779,4.703,11.913,0.391,-0.391,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
904,10.701,8.092,4.693,11.913,0.223,-0.223,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
905,10.635,8.405,4.693,11.913,0.098,-0.098,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
906,10.568,8.719,4.697,11.913,0.161,-0.161,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
907,10.502,9.031,4.722,11.913,0.307,-0.307,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
908,10.436,9.343,4.748,11.913,0.578,-0.578,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
909,10.370,9.653,4.789,11.913,0.858,-0.858,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
910,10.304,9.962,4.840,11.913,1.148,-1.148,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
911,10.238,10.270,4.894,11.913,1.225,-1.225,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
912,10.174,10.574,4.969,11.913,1.235,-1.235,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
913,10.109,10.879,5.044,11.913,1.154,-1.154,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
914,10.045,11.178,5.136,11.913,1.065,-1.065,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
915,9.982,11.476,5.235,11.913,1.038,-1.038,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
916,9.919,11.771,5.339,11.913,1.167,-1.167,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
917,9.858,12.060,5.462,11.913,1.391,-1.391,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
918,9.796,12.350,5.585,11.913,1.669,-1.669,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
919,9.737,12.631,5.724,11.913,1.925,-1.925,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
920,9.677,12.910,5.870,11.913,2.221,-2.221,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
921,9.619,13.186,6.022,11.913,2.645,-2.645,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
922,9.562,13.452,6.189,11.913,3.268,-3.268,27,10.661,8.284,4.693,11.829,2.789,6.395,9.492,13.780,6.395,False,False,False,False
923,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,True,False,False,False
924,1.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,False,False,True,False
925,0.000,0.000,1.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,False,False,False,True
926,0.000,1.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,False,True,False,False
