index,position_x,position_y,position_z,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,LineID,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,AmI_0axis_Indicator,AmI_Yaxis_indicator,AmI_Xaxis_indicator,AmI_Zaxis_indicator
0,-0.014,0.066,6.221,11.472,2.731,-2.731,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
1,-0.070,0.329,6.047,11.472,2.196,-2.196,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
2,-0.127,0.600,5.887,11.472,1.665,-1.665,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
3,-0.186,0.875,5.736,11.472,1.177,-1.177,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
4,-0.245,1.154,5.590,11.472,0.878,-0.878,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
5,-0.306,1.441,5.463,11.472,0.758,-0.758,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
6,-0.367,1.728,5.335,11.472,0.789,-0.789,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
7,-0.430,2.023,5.228,11.472,0.940,-0.940,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
8,-0.493,2.319,5.125,11.472,1.217,-1.217,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
9,-0.557,2.619,5.033,11.472,1.611,-1.611,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
10,-0.621,2.922,4.955,11.472,1.877,-1.877,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
11,-0.686,3.226,4.878,11.472,1.841,-1.841,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
12,-0.751,3.535,4.826,11.472,1.686,-1.686,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
13,-0.817,3.844,4.774,11.472,1.428,-1.428,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
14,-0.883,4.155,4.739,11.472,1.147,-1.147,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
15,-0.949,4.467,4.713,11.472,0.989,-0.989,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
16,-1.016,4.779,4.693,11.472,0.895,-0.895,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
17,-1.082,5.093,4.693,11.472,0.733,-0.733,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
18,-1.149,5.406,4.693,11.472,0.501,-0.501,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
19,-1.215,5.718,4.717,11.472,0.303,-0.303,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
20,-1.282,6.030,4.743,11.472,0.157,-0.157,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
21,-1.348,6.341,4.782,11.472,0.103,-0.103,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
22,-1.413,6.650,4.834,11.472,0.123,-0.123,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
23,-1.479,6.958,4.889,11.472,0.194,-0.194,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
24,-1.544,7.262,4.967,11.472,0.341,-0.341,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
25,-1.608,7.566,5.045,11.472,0.528,-0.528,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
26,-1.672,7.864,5.140,11.472,0.774,-0.774,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
27,-1.735,8.160,5.243,11.472,1.063,-1.063,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
28,-1.797,8.454,5.354,11.472,1.388,-1.388,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
29,-1.858,8.741,5.482,11.472,1.745,-1.745,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
30,-1.919,9.029,5.610,11.472,2.098,-2.098,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
31,-1.978,9.305,5.759,11.472,2.451,-2.451,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
32,-2.037,9.581,5.910,11.472,2.789,-2.789,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
33,-2.094,9.850,6.073,11.472,3.115,-3.115,0,-1.077,5.069,4.693,0.042,-0.197,6.395,-2.197,10.336,6.395,False,False,False,False
34,0.440,0.093,6.222,11.512,2.747,-2.747,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
35,0.384,0.356,6.048,11.512,2.282,-2.282,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
36,0.327,0.627,5.889,11.512,1.831,-1.831,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
37,0.268,0.903,5.738,11.512,1.424,-1.424,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
38,0.209,1.182,5.592,11.512,1.152,-1.152,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
39,0.148,1.469,5.465,11.512,1.073,-1.073,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
40,0.087,1.756,5.338,11.512,1.163,-1.163,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
41,0.024,2.051,5.231,11.512,1.323,-1.323,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
42,-0.039,2.347,5.128,11.512,1.567,-1.567,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
43,-0.103,2.647,5.036,11.512,1.876,-1.876,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
44,-0.167,2.950,4.958,11.512,2.068,-2.068,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
45,-0.232,3.254,4.881,11.512,2.000,-2.000,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
46,-0.297,3.563,4.829,11.512,1.840,-1.840,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
47,-0.363,3.872,4.777,11.512,1.570,-1.570,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
48,-0.429,4.183,4.740,11.512,1.262,-1.262,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
49,-0.495,4.495,4.714,11.512,1.052,-1.052,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
50,-0.562,4.807,4.693,11.512,0.947,-0.947,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
51,-0.628,5.120,4.693,11.512,0.815,-0.815,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
52,-0.695,5.434,4.693,11.512,0.578,-0.578,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
53,-0.761,5.746,4.715,11.512,0.348,-0.348,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
54,-0.828,6.058,4.741,11.512,0.178,-0.178,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
55,-0.894,6.369,4.778,11.512,0.089,-0.089,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
56,-0.959,6.678,4.830,11.512,0.089,-0.089,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
57,-1.025,6.987,4.882,11.512,0.149,-0.149,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
58,-1.090,7.291,4.960,11.512,0.283,-0.283,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
59,-1.154,7.595,5.038,11.512,0.422,-0.422,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
60,-1.218,7.894,5.131,11.512,0.641,-0.641,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
61,-1.281,8.190,5.233,11.512,0.921,-0.921,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
62,-1.343,8.484,5.341,11.512,1.241,-1.241,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
63,-1.405,8.772,5.469,11.512,1.602,-1.602,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
64,-1.466,9.060,5.596,11.512,1.967,-1.967,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
65,-1.525,9.338,5.742,11.512,2.327,-2.327,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
66,-1.583,9.614,5.893,11.512,2.666,-2.666,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
67,-1.641,9.884,6.053,11.512,3.051,-3.051,1,-0.627,5.116,4.693,0.496,-0.171,6.395,-1.751,10.404,6.395,False,False,False,False
68,0.895,0.120,6.222,11.553,2.679,-2.679,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
69,0.839,0.383,6.050,11.553,2.319,-2.319,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
70,0.781,0.655,5.890,11.553,1.948,-1.948,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
71,0.722,0.931,5.740,11.553,1.603,-1.603,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
72,0.663,1.210,5.595,11.553,1.398,-1.398,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
73,0.602,1.497,5.468,11.553,1.324,-1.324,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
74,0.541,1.785,5.342,11.553,1.399,-1.399,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
75,0.478,2.079,5.234,11.553,1.622,-1.622,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
76,0.415,2.376,5.132,11.553,1.861,-1.861,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
77,0.352,2.675,5.038,11.553,2.068,-2.068,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
78,0.287,2.979,4.961,11.553,2.180,-2.180,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
79,0.222,3.283,4.884,11.553,2.104,-2.104,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
80,0.157,3.591,4.831,11.553,1.938,-1.938,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
81,0.091,3.900,4.779,11.553,1.678,-1.678,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
82,0.025,4.211,4.742,11.553,1.379,-1.379,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
83,-0.041,4.523,4.716,11.553,1.153,-1.153,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
84,-0.108,4.835,4.693,11.553,1.024,-1.024,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
85,-0.174,5.148,4.693,11.553,0.921,-0.921,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
86,-0.241,5.462,4.693,11.553,0.737,-0.737,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
87,-0.307,5.774,4.713,11.553,0.489,-0.489,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
88,-0.374,6.086,4.739,11.553,0.284,-0.284,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
89,-0.440,6.397,4.773,11.553,0.125,-0.125,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
90,-0.505,6.706,4.825,11.553,0.047,-0.047,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
91,-0.571,7.015,4.877,11.553,0.064,-0.064,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
92,-0.636,7.320,4.953,11.553,0.152,-0.152,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
93,-0.700,7.624,5.030,11.553,0.234,-0.234,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
94,-0.764,7.924,5.121,11.553,0.407,-0.407,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
95,-0.827,8.220,5.223,11.553,0.663,-0.663,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
96,-0.890,8.515,5.328,11.553,0.950,-0.950,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
97,-0.951,8.804,5.455,11.553,1.274,-1.274,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
98,-1.012,9.092,5.581,11.553,1.608,-1.608,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
99,-1.072,9.371,5.725,11.553,1.969,-1.969,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
100,-1.131,9.648,5.875,11.553,2.362,-2.362,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
101,-1.189,9.920,6.032,11.553,2.772,-2.772,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
102,-1.245,10.184,6.204,11.553,3.083,-3.083,2,-0.178,5.165,4.693,0.951,-0.144,6.395,-1.306,10.475,6.395,False,False,False,False
103,1.281,0.464,6.218,11.295,2.395,-2.395,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
104,1.226,0.725,6.042,11.295,2.078,-2.078,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
105,1.169,0.995,5.880,11.295,1.766,-1.766,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
106,1.110,1.270,5.727,11.295,1.661,-1.661,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
107,1.051,1.548,5.581,11.295,1.659,-1.659,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
108,0.990,1.834,5.451,11.295,1.746,-1.746,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
109,0.929,2.121,5.321,11.295,1.924,-1.924,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
110,0.867,2.416,5.215,11.295,2.111,-2.111,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
111,0.804,2.712,5.111,11.295,2.231,-2.231,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
112,0.740,3.012,5.021,11.295,2.267,-2.267,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
113,0.676,3.315,4.942,11.295,2.183,-2.183,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
114,0.611,3.620,4.869,11.295,1.992,-1.992,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
115,0.545,3.928,4.816,11.295,1.749,-1.749,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
116,0.480,4.237,4.762,11.295,1.493,-1.493,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
117,0.413,4.549,4.733,11.295,1.265,-1.265,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
118,0.347,4.860,4.706,11.295,1.064,-1.064,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
119,0.281,5.173,4.693,11.295,0.912,-0.912,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
120,0.214,5.486,4.693,11.295,0.810,-0.810,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
121,0.147,5.799,4.698,11.295,0.654,-0.654,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
122,0.081,6.111,4.725,11.295,0.501,-0.501,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
123,0.015,6.423,4.752,11.295,0.307,-0.307,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
124,-0.051,6.733,4.800,11.295,0.150,-0.150,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
125,-0.117,7.042,4.853,11.295,0.123,-0.123,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
126,-0.182,7.348,4.919,11.295,0.204,-0.204,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
127,-0.246,7.651,4.998,11.295,0.259,-0.259,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
128,-0.310,7.954,5.080,11.295,0.389,-0.389,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
129,-0.373,8.250,5.185,11.295,0.589,-0.589,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
130,-0.436,8.545,5.290,11.295,0.802,-0.802,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
131,-0.497,8.833,5.414,11.295,1.045,-1.045,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
132,-0.558,9.119,5.543,11.295,1.285,-1.285,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
133,-0.618,9.401,5.682,11.295,1.565,-1.565,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
134,-0.676,9.675,5.836,11.295,1.879,-1.879,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
135,-0.734,9.948,5.990,11.295,2.265,-2.265,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
136,-0.790,10.209,6.166,11.295,2.637,-2.637,3,0.237,5.376,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,False,False,False,False
137,1.527,1.472,6.051,10.396,2.044,-2.044,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
138,1.473,1.727,5.866,10.396,2.125,-2.125,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
139,1.416,1.995,5.701,10.396,2.276,-2.276,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
140,1.359,2.265,5.540,10.396,2.410,-2.410,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
141,1.299,2.544,5.396,10.396,2.524,-2.524,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
142,1.239,2.828,5.261,10.396,2.503,-2.503,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
143,1.178,3.117,5.139,10.396,2.413,-2.413,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
144,1.115,3.411,5.030,10.396,2.263,-2.263,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
145,1.052,3.709,4.931,10.396,2.036,-2.036,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
146,0.988,4.012,4.850,10.396,1.710,-1.710,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
147,0.923,4.316,4.774,10.396,1.368,-1.368,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
148,0.857,4.625,4.722,10.396,1.067,-1.067,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
149,0.792,4.934,4.669,10.396,0.836,-0.836,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
150,0.725,5.246,4.645,10.396,0.708,-0.708,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
151,0.659,5.559,4.622,10.396,0.642,-0.642,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
152,0.592,5.871,4.622,10.396,0.587,-0.587,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
153,0.526,6.184,4.628,10.396,0.500,-0.500,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
154,0.460,6.496,4.653,10.396,0.372,-0.372,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
155,0.393,6.807,4.687,10.396,0.187,-0.187,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
156,0.328,7.116,4.736,10.396,0.264,-0.264,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
157,0.263,7.423,4.798,10.396,0.393,-0.393,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
158,0.198,7.727,4.871,10.396,0.548,-0.548,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
159,0.134,8.027,4.962,10.396,0.673,-0.673,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
160,0.071,8.325,5.058,10.396,0.760,-0.760,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
161,0.009,8.616,5.176,10.396,0.871,-0.871,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
162,-0.053,8.906,5.295,10.396,1.015,-1.015,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
163,-0.112,9.185,5.439,10.396,1.202,-1.202,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
164,-0.171,9.464,5.584,10.396,1.404,-1.404,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
165,-0.228,9.731,5.750,10.396,1.702,-1.702,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
166,-0.284,9.996,5.920,10.396,2.032,-2.032,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
167,-0.338,10.250,6.106,10.396,2.333,-2.333,4,0.576,5.948,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,False,False,False,False
168,1.881,1.972,5.503,9.993,1.943,-1.943,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
169,1.823,2.245,5.325,9.993,2.115,-2.115,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
170,1.762,2.532,5.173,9.993,2.235,-2.235,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
171,1.701,2.820,5.021,9.993,2.208,-2.208,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
172,1.637,3.119,4.896,9.993,2.139,-2.139,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
173,1.573,3.420,4.772,9.993,1.996,-1.996,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
174,1.508,3.729,4.675,9.993,1.799,-1.799,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
175,1.442,4.039,4.580,9.993,1.471,-1.471,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
176,1.374,4.356,4.512,9.993,1.099,-1.099,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
177,1.307,4.674,4.447,9.993,0.721,-0.721,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
178,1.238,4.995,4.409,9.993,0.437,-0.437,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
179,1.170,5.318,4.373,9.993,0.294,-0.294,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
180,1.101,5.641,4.365,9.993,0.281,-0.281,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
181,1.032,5.964,4.361,9.993,0.266,-0.266,5,0.955,6.328,4.386,1.937,1.708,5.675,0.027,10.695,6.395,False,False,False,False
