index,position_x,position_y,position_z,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,lineID,bulbonline,Universe,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,globalposition_x,globalposition_y,globalposition_z,AmI_0axis_IndicatorGlobal,AmI_Yaxis_indicatorGlobal,AmI_Zaxis_indicatorGlobal,AmI_Xaxis_indicatorGlobal,AmI_Xaxis_indicatorLocal,AmI_Zaxis_indicatorLocal,AmI_0axis_IndicatorLocal,AmI_Yaxis_indicatorLocal
10,-0.7131,3.3550,5.0539,11.3021,2.0099,-2.0099,0,10,2,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,-0.7797,3.6681,5.0010,11.3021,1.7897,-1.7897,0,11,2,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,-0.8462,3.9811,4.9587,11.3021,1.4974,-1.4974,0,12,2,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13,-0.9127,4.2941,4.9273,11.3021,1.2731,-1.2731,0,13,2,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14,-0.9793,4.6071,4.9065,11.3021,1.1171,-1.1171,0,14,2,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15,-1.0458,4.9201,4.8962,11.3021,0.9656,-0.9656,0,15,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16,-1.1123,5.2331,4.8965,11.3021,0.7983,-0.7983,0,16,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,-1.1789,5.5461,4.9073,11.3021,0.6196,-0.6196,0,17,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18,-1.2454,5.8591,4.9286,11.3021,0.4553,-0.4553,0,18,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19,-1.3119,6.1721,4.9605,11.3021,0.3343,-0.3343,0,19,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20,-1.3785,6.4851,5.0031,11.3021,0.2987,-0.2987,0,20,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,-1.4450,6.7981,5.0564,11.3021,0.3417,-0.3417,0,21,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22,-1.5115,7.1111,5.1204,11.3021,0.4606,-0.4606,0,22,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23,-1.5780,7.4241,5.1948,11.3021,0.6255,-0.6255,0,23,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24,-1.6446,7.7371,5.2798,11.3021,0.8462,-0.8462,0,24,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25,-1.7111,8.0502,5.3754,11.3021,1.1221,-1.1221,0,25,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,-1.7776,8.3632,5.4815,11.3021,1.4486,-1.4486,0,26,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,-1.8442,8.6762,5.5982,11.3021,1.8086,-1.8086,0,27,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28,-1.9107,8.9892,5.7256,11.3021,2.1832,-2.1832,0,28,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29,-1.9772,9.3022,5.8637,11.3021,2.5530,-2.5530,0,29,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30,-2.0438,9.6152,6.0124,11.3021,2.9125,-2.9125,0,30,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31,-2.1103,9.9282,6.1716,11.3021,3.2565,-3.2565,0,31,1,-1.0776,5.0696,4.8950,0.0419,-0.1970,6.3946,-2.1970,10.3362,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,0.4256,0.1620,6.2119,11.3429,2.6634,-2.6634,1,0,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33,0.3591,0.4750,6.0509,11.3429,2.1560,-2.1560,1,1,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34,0.2925,0.7880,5.9003,11.3429,1.6998,-1.6998,1,2,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35,0.2260,1.1011,5.7603,11.3429,1.3236,-1.3236,1,3,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36,0.1595,1.4141,5.6306,11.3429,1.2005,-1.2005,1,4,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37,0.0930,1.7271,5.5115,11.3429,1.3143,-1.3143,1,5,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38,0.0264,2.0401,5.4028,11.3429,1.4851,-1.4851,1,6,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,-0.0401,2.3531,5.3045,11.3429,1.7512,-1.7512,1,7,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40,-0.1066,2.6661,5.2170,11.3429,2.0712,-2.0712,1,8,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41,-0.1732,2.9791,5.1401,11.3429,2.2573,-2.2573,1,9,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,-0.2397,3.2921,5.0736,11.3429,2.1942,-2.1942,1,10,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43,-0.3062,3.6051,5.0176,11.3429,2.0074,-2.0074,1,11,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44,-0.3728,3.9181,4.9721,11.3429,1.7280,-1.7280,1,12,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45,-0.4393,4.2311,4.9370,11.3429,1.4469,-1.4469,1,13,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46,-0.5058,4.5441,4.9124,11.3429,1.2544,-1.2544,1,14,2,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47,-0.5724,4.8571,4.8983,11.3429,1.0831,-1.0831,1,15,1,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
48,-0.6389,5.1701,4.8950,11.3429,0.9143,-0.9143,1,16,1,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49,-0.7054,5.4832,4.9022,11.3429,0.7398,-0.7398,1,17,1,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,-0.7720,5.7962,4.9198,11.3429,0.5622,-0.5622,1,18,1,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51,-0.8385,6.1092,4.9478,11.3429,0.3961,-0.3961,1,19,1,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52,-0.9050,6.4222,4.9864,11.3429,0.2866,-0.2866,1,20,1,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53,-0.9716,6.7352,5.0353,11.3429,0.2931,-0.2931,1,21,1,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54,-1.0381,7.0482,5.0948,11.3429,0.3737,-0.3737,1,22,1,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55,-1.1046,7.3612,5.1651,11.3429,0.5057,-0.5057,1,23,1,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,-1.1711,7.6742,5.2458,11.3429,0.6639,-0.6639,1,24,1,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,-1.2377,7.9872,5.3370,11.3429,0.9012,-0.9012,1,25,1,-0.6276,5.1169,4.8950,0.4963,-0.1706,6.3946,-1.7515,10.4044,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
