index,position_x,position_y,position_z,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,lineID,bulbonline,Universe,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,globalposition_x,globalposition_y,globalposition_z,AmI_0axis_IndicatorGlobal,AmI_Yaxis_indicatorGlobal,AmI_Zaxis_indicatorGlobal,AmI_Xaxis_indicatorGlobal,AmI_Xaxis_indicatorLocal,AmI_Zaxis_indicatorLocal,AmI_0axis_IndicatorLocal,AmI_Yaxis_indicatorLocal
124,-0.5569,9.1134,5.7151,11.3959,1.4521,-1.4521,3,28,1,0.2696,5.2246,4.8966,1.4096,-0.1387,6.2246,-0.8618,10.5475,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125,-0.6235,9.4264,5.8461,11.3959,1.7373,-1.7373,3,29,1,0.2696,5.2246,4.8966,1.4096,-0.1387,6.2246,-0.8618,10.5475,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
126,-0.6900,9.7394,5.9867,11.3959,2.0735,-2.0735,3,30,1,0.2696,5.2246,4.8966,1.4096,-0.1387,6.2246,-0.8618,10.5475,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
127,-0.7565,10.0524,6.1370,11.3959,2.4811,-2.4811,3,31,1,0.2696,5.2246,4.8966,1.4096,-0.1387,6.2246,-0.8618,10.5475,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
128,1.5133,1.5382,5.8388,10.2239,1.9038,-1.9038,4,0,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
129,1.4467,1.8512,5.6975,10.2239,2.0929,-2.0929,4,1,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130,1.3802,2.1643,5.5676,10.2239,2.3457,-2.3457,4,2,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
131,1.3137,2.4773,5.4493,10.2239,2.5150,-2.5150,4,3,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132,1.2471,2.7903,5.3423,10.2239,2.5714,-2.5714,4,4,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,1.1806,3.1033,5.2468,10.2239,2.5227,-2.5227,4,5,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,1.1141,3.4163,5.1628,10.2239,2.3940,-2.3940,4,6,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,1.0475,3.7293,5.0902,10.2239,2.1860,-2.1860,4,7,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,0.9810,4.0423,5.0290,10.2239,1.8677,-1.8677,4,8,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137,0.9145,4.3553,4.9793,10.2239,1.5809,-1.5809,4,9,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138,0.8479,4.6683,4.9410,10.2239,1.3420,-1.3420,4,10,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139,0.7814,4.9813,4.9142,10.2239,1.1416,-1.1416,4,11,2,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,0.7149,5.2943,4.8988,10.2239,0.9770,-0.9770,4,12,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
141,0.6483,5.6073,4.8949,10.2239,0.8608,-0.8608,4,13,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
142,0.5818,5.9203,4.9024,10.2239,0.7707,-0.7707,4,14,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143,0.5153,6.2333,4.9215,10.2239,0.6926,-0.6926,4,15,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144,0.4487,6.5464,4.9521,10.2239,0.6026,-0.6026,4,16,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,0.3822,6.8594,4.9941,10.2239,0.4691,-0.4691,4,17,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
146,0.3157,7.1724,5.0476,10.2239,0.5674,-0.5674,4,18,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
147,0.2491,7.4854,5.1125,10.2239,0.7214,-0.7214,4,19,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,0.1826,7.7984,5.1889,10.2239,0.8501,-0.8501,4,20,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
149,0.1161,8.1114,5.2767,10.2239,0.9672,-0.9672,4,21,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
150,0.0496,8.4244,5.3760,10.2239,1.0617,-1.0617,4,22,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151,-0.0170,8.7374,5.4867,10.2239,1.1496,-1.1496,4,23,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
152,-0.0835,9.0504,5.6089,10.2239,1.2997,-1.2997,4,24,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
153,-0.1500,9.3634,5.7425,10.2239,1.4839,-1.4839,4,25,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
154,-0.2166,9.6764,5.8876,10.2239,1.7237,-1.7237,4,26,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,-0.2831,9.9894,6.0441,10.2239,2.0670,-2.0670,4,27,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
156,-0.3496,10.3024,6.2120,10.2239,2.4153,-2.4153,4,28,1,0.5880,5.8912,4.9014,1.6107,1.0796,6.0666,-0.4173,10.6210,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
157,1.8536,2.1013,5.5209,9.5605,2.1414,-2.1414,5,0,2,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
158,1.7871,2.4143,5.4100,9.5605,2.3578,-2.3578,5,1,2,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159,1.7206,2.7273,5.3100,9.5605,2.4644,-2.4644,5,2,2,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
160,1.6540,3.0403,5.2209,9.5605,2.4625,-2.4625,5,3,2,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161,1.5875,3.3533,5.1425,9.5605,2.3863,-2.3863,5,4,2,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
162,1.5210,3.6663,5.0747,9.5605,2.2242,-2.2242,5,5,2,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163,1.4544,3.9794,5.0177,9.5605,1.9612,-1.9612,5,6,2,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164,1.3879,4.2924,4.9716,9.5605,1.6236,-1.6236,5,7,2,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
165,1.3214,4.6054,4.9364,9.5605,1.3350,-1.3350,5,8,2,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,1.2548,4.9184,4.9119,9.5605,1.1092,-1.1092,5,9,2,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167,1.1883,5.2314,4.8981,9.5605,0.9425,-0.9425,5,10,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
168,1.1218,5.5444,4.8950,9.5605,0.8487,-0.8487,5,11,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
169,1.0552,5.8574,4.9028,9.5605,0.7918,-0.7918,5,12,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
170,0.9887,6.1704,4.9215,9.5605,0.7467,-0.7467,5,13,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,0.9222,6.4834,4.9509,9.5605,0.7097,-0.7097,5,14,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
172,0.8556,6.7964,4.9911,9.5605,0.6149,-0.6149,5,15,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173,0.7891,7.1094,5.0419,9.5605,0.7062,-0.7062,5,16,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,0.7226,7.4224,5.1035,9.5605,0.8310,-0.8310,5,17,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175,0.6560,7.7354,5.1762,9.5605,0.9872,-0.9872,5,18,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
176,0.5895,8.0484,5.2595,9.5605,1.0941,-1.0941,5,19,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
177,0.5230,8.3615,5.3536,9.5605,1.2150,-1.2150,5,20,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178,0.4565,8.6745,5.4583,9.5605,1.2750,-1.2750,5,21,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
179,0.3899,8.9875,5.5738,9.5605,1.3646,-1.3646,5,22,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
180,0.3234,9.3005,5.7004,9.5605,1.4896,-1.4896,5,23,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
181,0.2569,9.6135,5.8377,9.5605,1.6787,-1.6787,5,24,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,0.1903,9.9265,5.9856,9.5605,2.0117,-2.0117,5,25,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
183,0.1238,10.2395,6.1443,9.5605,2.3613,-2.3613,5,26,1,0.9651,6.2816,4.9306,1.9373,1.7076,5.6754,0.0269,10.6953,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
184,2.3271,2.0384,5.5501,9.6081,1.8540,-1.8540,6,0,2,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185,2.2605,2.3514,5.4375,9.6081,2.1441,-2.1441,6,1,2,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
186,2.1940,2.6644,5.3354,9.6081,2.3283,-2.3283,6,2,2,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
187,2.1275,2.9774,5.2439,9.6081,2.3835,-2.3835,6,3,2,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
188,2.0609,3.2904,5.1630,9.6081,2.3401,-2.3401,6,4,2,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
189,1.9944,3.6034,5.0927,9.6081,2.2241,-2.2241,6,5,2,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190,1.9279,3.9164,5.0332,9.6081,2.0125,-2.0125,6,6,2,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
191,1.8613,4.2294,4.9844,9.6081,1.7267,-1.7267,6,7,2,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,1.7948,4.5424,4.9461,9.6081,1.3965,-1.3965,6,8,2,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
193,1.7283,4.8554,4.9183,9.6081,1.1023,-1.1023,6,9,2,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
194,1.6617,5.1684,4.9012,9.6081,0.8935,-0.8935,6,10,2,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,1.5952,5.4814,4.8948,9.6081,0.7744,-0.7744,6,11,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
196,1.5287,5.7945,4.8992,9.6081,0.7310,-0.7310,6,12,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
197,1.4621,6.1075,4.9141,9.6081,0.7268,-0.7268,6,13,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
198,1.3956,6.4205,4.9395,9.6081,0.7143,-0.7143,6,14,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
199,1.3291,6.7335,4.9756,9.6081,0.6744,-0.6744,6,15,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,1.2625,7.0465,5.0222,9.6081,0.6682,-0.6682,6,16,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
201,1.1960,7.3595,5.0798,9.6081,0.7300,-0.7300,6,17,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202,1.1295,7.6725,5.1479,9.6081,0.8196,-0.8196,6,18,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
203,1.0629,7.9855,5.2266,9.6081,0.8989,-0.8989,6,19,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
204,0.9964,8.2985,5.3158,9.6081,1.1878,-1.1878,6,20,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
205,0.9299,8.6115,5.4156,9.6081,1.3748,-1.3748,6,21,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
206,0.8634,8.9245,5.5263,9.6081,1.4348,-1.4348,6,22,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
207,0.7968,9.2375,5.6476,9.6081,1.4593,-1.4593,6,23,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
208,0.7303,9.5505,5.7795,9.6081,1.5401,-1.5401,6,24,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,0.6638,9.8635,5.9219,9.6081,1.6663,-1.6663,6,25,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
210,0.5972,10.1766,6.0750,9.6081,2.1430,-2.1430,6,26,1,1.4144,6.3319,4.9311,2.3920,1.7330,5.6702,0.4710,10.7706,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
211,2.7340,2.2884,5.4679,9.6485,1.6682,-1.6682,7,0,2,1.8628,6.3868,4.9316,2.8449,1.7666,5.6651,0.9148,10.8467,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
212,2.6674,2.6014,5.3633,9.6485,1.9455,-1.9455,7,1,2,1.8628,6.3868,4.9316,2.8449,1.7666,5.6651,0.9148,10.8467,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
213,2.6009,2.9144,5.2692,9.6485,2.0837,-2.0837,7,2,2,1.8628,6.3868,4.9316,2.8449,1.7666,5.6651,0.9148,10.8467,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
214,2.5344,3.2274,5.1858,9.6485,2.1373,-2.1373,7,3,2,1.8628,6.3868,4.9316,2.8449,1.7666,5.6651,0.9148,10.8467,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
215,2.4678,3.5405,5.1130,9.6485,2.1081,-2.1081,7,4,2,1.8628,6.3868,4.9316,2.8449,1.7666,5.6651,0.9148,10.8467,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
216,2.4013,3.8535,5.0506,9.6485,1.9785,-1.9785,7,5,2,1.8628,6.3868,4.9316,2.8449,1.7666,5.6651,0.9148,10.8467,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
217,2.3348,4.1665,4.9986,9.6485,1.7321,-1.7321,7,6,2,1.8628,6.3868,4.9316,2.8449,1.7666,5.6651,0.9148,10.8467,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
218,2.2682,4.4795,4.9571,9.6485,1.4154,-1.4154,7,7,2,1.8628,6.3868,4.9316,2.8449,1.7666,5.6651,0.9148,10.8467,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,2.2017,4.7925,4.9260,9.6485,1.0826,-1.0826,7,8,2,1.8628,6.3868,4.9316,2.8449,1.7666,5.6651,0.9148,10.8467,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
220,2.1352,5.1055,4.9057,9.6485,0.8215,-0.8215,7,9,2,1.8628,6.3868,4.9316,2.8449,1.7666,5.6651,0.9148,10.8467,6.3946,184.9017,20.5289,3.0099,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
