ID,Panel,col,row,x 3d,y 3d,to steelwire,to ceiling,to floor,x 2d,y 2d,DMX universe,DMX bk,DMX address,sensor index,deflection_cm,to wall,sequence index,known dmx,known pos,Labels,RackID,DimID,DimPort
347,000-A,1,12,3.238,10.738,0,2.674,3.721,0,0,7,0,2,0,198.6,0.668,31,1,1,row:13|pos:2|dim:1|id:348,0,1,7
348,000-A,2,12,3.305,10.425,0,2.380,4.015,0,0,7,0,3,0,157.7,0.988,30,1,1,row:13|pos:3|dim:1|id:349,0,1,7
349,000-A,3,12,3.371,10.112,0,2.093,4.301,0,0,7,0,4,0,118.4,1.308,29,1,1,row:13|pos:4|dim:1|id:350,0,1,7
350,000-A,4,12,3.438,9.799,0,1.866,4.529,0,0,7,0,5,0,85.9,1.628,28,1,1,row:13|pos:5|dim:1|id:351,0,1,7
351,000-A,5,12,3.504,9.486,0,1.657,4.738,0,0,7,0,6,0,56.1,1.948,27,1,1,row:13|pos:6|dim:1|id:352,0,1,7
352,000-A,6,12,3.571,9.173,0,1.468,4.926,0,0,7,0,7,0,29.3,2.268,26,1,1,row:13|pos:7|dim:1|id:353,0,1,7
353,000-A,7,12,3.637,8.860,0,1.368,5.027,0,0,7,0,8,0,12.1,2.588,25,1,1,row:13|pos:8|dim:1|id:354,0,1,7
354,000-A,8,12,3.704,8.547,0,1.359,5.036,0,0,7,0,9,0,5.0,2.908,24,1,1,row:13|pos:9|dim:1|id:355,0,1,7
355,000-A,9,12,3.771,8.234,0,1.470,4.924,0,0,7,0,10,0,10.8,3.228,23,1,1,row:13|pos:10|dim:1|id:356,0,1,7
356,000-A,10,12,3.837,7.921,0,1.667,4.728,0,0,7,0,11,0,25.9,3.548,22,1,1,row:13|pos:11|dim:1|id:357,0,1,7
357,000-A,11,12,3.904,7.608,0,1.854,4.540,0,0,7,0,12,0,41.1,3.868,21,1,1,row:13|pos:12|dim:1|id:358,0,1,7
358,000-A,12,12,3.970,7.295,0,1.996,4.398,0,0,7,0,13,0,52.6,4.188,20,1,1,row:13|pos:13|dim:1|id:359,0,1,7
359,000-A,13,12,4.037,6.982,0,2.073,4.321,0,0,7,0,14,0,58.4,4.508,19,1,1,row:13|pos:14|dim:1|id:360,0,1,7
360,000-A,14,12,4.103,6.669,0,2.141,4.253,0,0,7,0,15,0,64.3,4.828,18,1,1,row:13|pos:15|dim:1|id:361,0,1,7
361,000-A,15,12,4.170,6.356,0,2.177,4.218,0,0,7,0,16,0,67.8,5.148,17,1,1,row:13|pos:16|dim:1|id:362,0,1,7
362,000-A,16,12,4.236,6.043,0,2.213,4.181,0,0,7,0,17,0,72.2,5.463,16,1,1,row:13|pos:17|dim:1|id:363,0,1,7
363,000-A,17,12,4.303,5.730,0,2.180,4.215,0,0,7,0,18,0,70.6,5.143,15,1,1,row:13|pos:18|dim:1|id:364,0,1,7
364,000-A,18,12,4.369,5.417,0,2.087,4.307,0,0,7,0,19,0,63.9,4.823,14,1,1,row:13|pos:19|dim:1|id:365,0,1,7
365,000-A,19,12,4.436,5.104,0,1.967,4.428,0,0,7,0,20,0,55.2,4.503,13,1,1,row:13|pos:20|dim:1|id:366,0,1,7
366,000-A,20,12,4.502,4.791,0,1.848,4.546,0,0,7,0,21,0,47.7,4.183,12,1,1,row:13|pos:21|dim:1|id:367,0,1,7
367,000-A,21,12,4.569,4.478,0,1.746,4.648,0,0,7,0,22,0,42.7,3.863,11,1,1,row:13|pos:22|dim:1|id:368,0,1,7
368,000-A,22,12,4.635,4.165,0,1.658,4.737,0,0,7,0,23,0,39.9,3.543,10,1,1,row:13|pos:23|dim:1|id:369,0,1,7
369,000-A,23,12,4.702,3.852,0,1.560,4.834,0,0,7,0,24,0,37.1,3.223,9,1,1,row:13|pos:24|dim:1|id:370,0,1,7
370,000-A,24,12,4.769,3.539,0,1.450,4.945,0,0,7,0,25,0,33.9,2.903,8,1,1,row:13|pos:25|dim:1|id:371,0,1,7
371,000-A,25,12,4.835,3.226,0,1.327,5.068,0,0,7,0,26,0,30.3,2.583,7,1,1,row:13|pos:26|dim:1|id:372,0,1,7
372,000-A,26,12,4.902,2.913,0,1.206,5.189,0,0,7,0,27,0,27.8,2.263,6,1,1,row:13|pos:27|dim:1|id:373,0,1,7
373,000-A,27,12,4.968,2.600,0,1.102,5.292,0,0,7,0,28,0,27.9,1.943,5,1,1,row:13|pos:28|dim:1|id:374,0,1,7
374,000-A,28,12,5.035,2.287,0,0.978,5.417,0,0,7,0,29,0,26.8,1.623,4,1,1,row:13|pos:29|dim:1|id:375,0,1,7
375,000-A,29,12,5.101,1.974,0,0.861,5.534,0,0,7,0,30,0,27.3,1.303,3,1,1,row:13|pos:30|dim:1|id:376,0,1,7
376,000-A,30,12,5.168,1.661,0,0.760,5.634,0,0,7,0,31,0,30.4,0.983,2,1,1,row:13|pos:31|dim:1|id:377,0,1,7
377,000-A,31,12,5.234,1.348,0,0.666,5.729,0,0,7,0,32,0,34.9,0.663,1,1,1,row:13|pos:32|dim:1|id:378,0,1,7
378,000-A,32,12,5.301,1.035,0,0.582,5.813,0,0,7,0,33,0,41.3,0.343,0,1,1,row:13|pos:33|dim:1|id:379,0,1,7
379,000-A,0,13,5.708,1.285,0,0.889,5.506,0,0,7,0,34,0,63.4,0.486,0,1,1,row:14|pos:1|dim:1|id:380,0,1,7
380,000-A,1,13,5.641,1.598,0,0.874,5.521,0,0,7,0,35,0,46.5,0.805,1,1,1,row:14|pos:2|dim:1|id:381,0,1,7
381,000-A,2,13,5.574,1.911,0,0.900,5.494,0,0,7,0,36,0,34.7,1.125,2,1,1,row:14|pos:3|dim:1|id:382,0,1,7
382,000-A,3,13,5.508,2.224,0,0.939,5.456,0,0,7,0,37,0,25.1,1.445,3,1,1,row:14|pos:4|dim:1|id:383,0,1,7
383,000-A,4,13,5.441,2.537,0,1.007,5.388,0,0,7,0,38,0,19.5,1.765,4,1,1,row:14|pos:5|dim:1|id:384,0,1,7
384,000-A,5,13,5.375,2.850,0,1.102,5.292,0,0,7,0,39,0,17.7,2.085,5,1,1,row:14|pos:6|dim:1|id:385,0,1,7
385,000-A,6,13,5.308,3.163,0,1.218,5.177,0,0,7,0,40,0,18.9,2.405,6,1,1,row:14|pos:7|dim:1|id:386,0,1,7
386,000-A,7,13,5.242,3.476,0,1.352,5.043,0,0,7,0,41,0,23.0,2.725,7,1,1,row:14|pos:8|dim:1|id:387,0,1,7
387,000-A,8,13,5.175,3.789,0,1.482,4.913,0,0,7,0,42,0,27.7,3.045,8,1,1,row:14|pos:9|dim:1|id:388,0,1,7
388,000-A,9,13,5.109,4.102,0,1.553,4.841,0,0,7,0,43,0,27.6,3.365,9,1,1,row:14|pos:10|dim:1|id:389,0,1,7
389,000-A,10,13,5.042,4.415,0,1.630,4.765,0,0,7,0,44,0,29.0,3.685,10,1,1,row:14|pos:11|dim:1|id:390,0,1,7
390,000-A,11,13,4.976,4.728,0,1.718,4.676,0,0,7,0,45,0,32.6,4.005,11,1,1,row:14|pos:12|dim:1|id:391,0,1,7
391,000-A,12,13,4.909,5.041,0,1.810,4.584,0,0,7,0,46,0,37.6,4.325,12,1,1,row:14|pos:13|dim:1|id:392,0,1,7
392,000-A,13,13,4.843,5.354,0,1.932,4.463,0,0,7,0,47,0,46.7,4.645,13,1,1,row:14|pos:14|dim:1|id:393,0,1,7
393,000-A,14,13,4.776,5.667,0,2.042,4.353,0,0,7,0,48,0,55.5,4.965,14,1,1,row:14|pos:15|dim:1|id:394,0,1,7
394,000-A,15,13,4.710,5.980,0,2.103,4.292,0,0,7,0,49,0,60.5,5.285,15,1,1,row:14|pos:16|dim:1|id:395,0,1,7
395,000-A,16,13,4.643,6.293,0,2.151,4.244,0,0,7,0,50,0,65.2,5.337,16,1,1,row:14|pos:17|dim:1|id:396,0,1,7
396,000-A,17,13,4.577,6.606,0,2.168,4.226,0,0,7,0,51,0,67.9,5.017,17,1,1,row:14|pos:18|dim:1|id:397,0,1,7
397,000-A,18,13,4.510,6.919,0,2.168,4.227,0,0,7,0,52,0,69.8,4.697,18,1,1,row:14|pos:19|dim:1|id:398,0,1,7
398,000-A,19,13,4.444,7.232,0,2.144,4.251,0,0,7,0,53,0,70.4,4.377,19,1,1,row:14|pos:20|dim:1|id:399,0,1,7
399,000-A,20,13,4.377,7.545,0,2.028,4.366,0,0,7,0,54,0,62.9,4.057,20,1,1,row:14|pos:21|dim:1|id:400,0,1,7
400,000-A,21,13,4.310,7.858,0,1.855,4.540,0,0,7,0,55,0,50.6,3.737,21,1,1,row:14|pos:22|dim:1|id:401,0,1,7
401,000-A,22,13,4.244,8.171,0,1.642,4.753,0,0,7,0,56,0,35.4,3.417,22,1,1,row:14|pos:23|dim:1|id:402,0,1,7
402,000-A,23,13,4.177,8.484,0,1.460,4.934,0,0,7,0,57,0,24.3,3.097,23,1,1,row:14|pos:24|dim:1|id:403,0,1,7
403,000-A,24,13,4.111,8.797,0,1.354,5.041,0,0,7,0,58,0,21.8,2.777,24,1,1,row:14|pos:25|dim:1|id:404,0,1,7
404,000-A,25,13,4.044,9.110,0,1.418,4.977,0,0,7,0,59,0,37.3,2.457,25,1,1,row:14|pos:26|dim:1|id:405,0,1,7
405,000-A,26,13,3.978,9.423,0,1.558,4.837,0,0,7,0,60,0,61.5,2.137,26,1,1,row:14|pos:27|dim:1|id:406,0,1,7
406,000-A,27,13,3.911,9.736,0,1.764,4.631,0,0,7,0,61,0,93.3,1.817,27,1,1,row:14|pos:28|dim:1|id:407,0,1,7
407,000-A,28,13,3.845,10.049,0,2.023,4.372,0,0,7,0,62,0,131.4,1.497,28,1,1,row:14|pos:29|dim:1|id:408,0,1,7
408,000-A,29,13,3.778,10.362,0,2.331,4.063,0,0,7,0,63,0,175.6,1.177,29,1,1,row:14|pos:30|dim:1|id:409,0,1,7
409,000-A,30,13,3.712,10.675,0,2.641,3.754,0,0,7,0,64,0,220.8,0.857,30,1,1,row:14|pos:31|dim:1|id:410,0,1,7
410,000-A,31,13,3.645,10.988,0,2.916,3.478,0,0,7,0,65,0,263.6,0.537,31,1,1,row:14|pos:32|dim:1|id:411,0,1,7
411,000-A,0,14,4.052,11.238,0,3.043,3.351,0,0,8,0,1,0,282.2,0.422,31,1,1,row:15|pos:1|dim:1|id:412,0,1,8
412,000-A,1,14,4.119,10.925,0,2.803,3.592,0,0,8,0,2,0,242.5,0.742,30,1,1,row:15|pos:2|dim:1|id:413,0,1,8
413,000-A,2,14,4.185,10.612,0,2.526,3.869,0,0,8,0,3,0,200.2,1.062,29,1,1,row:15|pos:3|dim:1|id:414,0,1,8
414,000-A,3,14,4.252,10.299,0,2.213,4.182,0,0,8,0,4,0,155.2,1.382,28,1,1,row:15|pos:4|dim:1|id:415,0,1,8
415,000-A,4,14,4.318,9.986,0,1.918,4.477,0,0,8,0,5,0,113.2,1.702,27,1,1,row:15|pos:5|dim:1|id:416,0,1,8
416,000-A,5,14,4.385,9.673,0,1.677,4.717,0,0,8,0,6,0,77.5,2.022,26,1,1,row:15|pos:6|dim:1|id:417,0,1,8
417,000-A,6,14,4.451,9.360,0,1.500,4.895,0,0,8,0,7,0,49.3,2.342,25,1,1,row:15|pos:7|dim:1|id:418,0,1,8
418,000-A,7,14,4.518,9.047,0,1.415,4.980,0,0,8,0,8,0,31.3,2.662,24,1,1,row:15|pos:8|dim:1|id:419,0,1,8
419,000-A,8,14,4.584,8.734,0,1.415,4.980,0,0,8,0,9,0,22.7,2.982,23,1,1,row:15|pos:9|dim:1|id:420,0,1,8
420,000-A,9,14,4.651,8.421,0,1.590,4.804,0,0,8,0,10,0,32.8,3.302,22,1,1,row:15|pos:10|dim:1|id:421,0,1,8
421,000-A,10,14,4.717,8.108,0,1.842,4.553,0,0,8,0,11,0,51.5,3.622,21,1,1,row:15|pos:11|dim:1|id:422,0,1,8
422,000-A,11,14,4.784,7.795,0,2.053,4.342,0,0,8,0,12,0,67.2,3.942,20,1,1,row:15|pos:12|dim:1|id:423,0,1,8
423,000-A,12,14,4.850,7.482,0,2.202,4.193,0,0,8,0,13,0,77.7,4.262,19,1,1,row:15|pos:13|dim:1|id:424,0,1,8
424,000-A,13,14,4.917,7.169,0,2.272,4.123,0,0,8,0,14,0,81.3,4.582,18,1,1,row:15|pos:14|dim:1|id:425,0,1,8
425,000-A,14,14,4.984,6.856,0,2.263,4.131,0,0,8,0,15,0,78.0,4.902,17,1,1,row:15|pos:15|dim:1|id:426,0,1,8
426,000-A,15,14,5.050,6.543,0,2.202,4.192,0,0,8,0,16,0,70.6,5.222,16,1,1,row:15|pos:16|dim:1|id:427,0,1,8
427,000-A,16,14,5.117,6.230,0,2.117,4.278,0,0,8,0,17,0,61.7,5.427,15,1,1,row:15|pos:17|dim:1|id:428,0,1,8
428,000-A,17,14,5.183,5.917,0,2.001,4.394,0,0,8,0,18,0,50.8,5.107,14,1,1,row:15|pos:18|dim:1|id:429,0,1,8
429,000-A,18,14,5.250,5.604,0,1.881,4.513,0,0,8,0,19,0,40.6,4.787,13,1,1,row:15|pos:19|dim:1|id:430,0,1,8
430,000-A,19,14,5.316,5.291,0,1.774,4.621,0,0,8,0,20,0,32.6,4.467,12,1,1,row:15|pos:20|dim:1|id:431,0,1,8
431,000-A,20,14,5.383,4.978,0,1.691,4.704,0,0,8,0,21,0,28.0,4.147,11,1,1,row:15|pos:21|dim:1|id:432,0,1,8
432,000-A,21,14,5.449,4.665,0,1.614,4.780,0,0,8,0,22,0,25.1,3.827,10,1,1,row:15|pos:22|dim:1|id:433,0,1,8
433,000-A,22,14,5.516,4.352,0,1.544,4.851,0,0,8,0,23,0,23.9,3.507,9,1,1,row:15|pos:23|dim:1|id:434,0,1,8
434,000-A,23,14,5.582,4.039,0,1.479,4.916,0,0,8,0,24,0,24.2,3.187,8,1,1,row:15|pos:24|dim:1|id:435,0,1,8
435,000-A,24,14,5.649,3.726,0,1.401,4.994,0,0,8,0,25,0,24.3,2.867,7,1,1,row:15|pos:25|dim:1|id:436,0,1,8
436,000-A,25,14,5.715,3.413,0,1.309,5.086,0,0,8,0,26,0,23.9,2.547,6,1,1,row:15|pos:26|dim:1|id:437,0,1,8
437,000-A,26,14,5.782,3.100,0,1.226,5.169,0,0,8,0,27,0,25.5,2.227,5,1,1,row:15|pos:27|dim:1|id:438,0,1,8
438,000-A,27,14,5.848,2.787,0,1.154,5.241,0,0,8,0,28,0,29.2,1.907,4,1,1,row:15|pos:28|dim:1|id:439,0,1,8
439,000-A,28,14,5.915,2.474,0,1.122,5.272,0,0,8,0,29,0,38.0,1.587,3,1,1,row:15|pos:29|dim:1|id:440,0,1,8
440,000-A,29,14,5.981,2.161,0,1.142,5.252,0,0,8,0,30,0,53.0,1.267,2,1,1,row:15|pos:30|dim:1|id:441,0,1,8
441,000-A,30,14,6.048,1.848,0,1.187,5.208,0,0,8,0,31,0,71.4,0.947,1,1,1,row:15|pos:31|dim:1|id:442,0,1,8
442,000-A,31,14,6.114,1.535,0,1.256,5.138,0,0,8,0,32,0,93.3,0.627,0,1,1,row:15|pos:32|dim:1|id:443,0,1,8
443,000-A,0,15,6.588,1.472,0,1.700,4.695,0,0,8,0,33,0,146.6,0.446,0,1,1,row:16|pos:1|dim:1|id:444,0,1,8
444,000-A,1,15,6.521,1.785,0,1.620,4.774,0,0,8,0,34,0,123.2,0.766,1,1,1,row:16|pos:2|dim:1|id:445,0,1,8
445,000-A,2,15,6.455,2.098,0,1.540,4.855,0,0,8,0,35,0,100.6,1.086,2,1,1,row:16|pos:3|dim:1|id:446,0,1,8
446,000-A,3,15,6.388,2.411,0,1.459,4.935,0,0,8,0,36,0,79.0,1.406,3,1,1,row:16|pos:4|dim:1|id:447,0,1,8
447,000-A,4,15,6.322,2.724,0,1.393,5.002,0,0,8,0,37,0,59.9,1.726,4,1,1,row:16|pos:5|dim:1|id:448,0,1,8
448,000-A,5,15,6.255,3.037,0,1.365,5.030,0,0,8,0,38,0,45.6,2.046,5,1,1,row:16|pos:6|dim:1|id:449,0,1,8
449,000-A,6,15,6.189,3.350,0,1.371,5.023,0,0,8,0,39,0,35.8,2.366,6,1,1,row:16|pos:7|dim:1|id:450,0,1,8
450,000-A,7,15,6.122,3.663,0,1.410,4.984,0,0,8,0,40,0,30.3,2.686,7,1,1,row:16|pos:8|dim:1|id:451,0,1,8
451,000-A,8,15,6.056,3.976,0,1.459,4.936,0,0,8,0,41,0,26.7,3.006,8,1,1,row:16|pos:9|dim:1|id:452,0,1,8
452,000-A,9,15,5.989,4.289,0,1.502,4.892,0,0,8,0,42,0,23.6,3.326,9,1,1,row:16|pos:10|dim:1|id:453,0,1,8
453,000-A,10,15,5.923,4.602,0,1.550,4.845,0,0,8,0,43,0,22.0,3.646,10,1,1,row:16|pos:11|dim:1|id:454,0,1,8
454,000-A,11,15,5.856,4.915,0,1.603,4.792,0,0,8,0,44,0,21.9,3.966,11,1,1,row:16|pos:12|dim:1|id:455,0,1,8
455,000-A,12,15,5.790,5.228,0,1.664,4.731,0,0,8,0,45,0,23.7,4.286,12,1,1,row:16|pos:13|dim:1|id:456,0,1,8
456,000-A,13,15,5.723,5.541,0,1.741,4.654,0,0,8,0,46,0,28.1,4.606,13,1,1,row:16|pos:14|dim:1|id:457,0,1,8
457,000-A,14,15,5.657,5.854,0,1.823,4.572,0,0,8,0,47,0,33.9,4.926,14,1,1,row:16|pos:15|dim:1|id:458,0,1,8
458,000-A,15,15,5.590,6.167,0,1.970,4.425,0,0,8,0,48,0,47.3,5.246,15,1,1,row:16|pos:16|dim:1|id:459,0,1,8
459,000-A,16,15,5.523,6.480,0,2.116,4.279,0,0,8,0,49,0,61.6,5.428,16,1,1,row:16|pos:17|dim:1|id:460,0,1,8
460,000-A,17,15,5.457,6.793,0,2.224,4.170,0,0,8,0,50,0,73.2,5.108,17,1,1,row:16|pos:18|dim:1|id:461,0,1,8
461,000-A,18,15,5.390,7.106,0,2.308,4.086,0,0,8,0,51,0,83.4,4.788,18,1,1,row:16|pos:19|dim:1|id:462,0,1,8
462,000-A,19,15,5.324,7.419,0,2.320,4.075,0,0,8,0,52,0,87.3,4.468,19,1,1,row:16|pos:20|dim:1|id:463,0,1,8
463,000-A,20,15,5.257,7.732,0,2.235,4.160,0,0,8,0,53,0,82.5,4.148,20,1,1,row:16|pos:21|dim:1|id:464,0,1,8
464,000-A,21,15,5.191,8.045,0,2.071,4.324,0,0,8,0,54,0,71.0,3.828,21,1,1,row:16|pos:22|dim:1|id:465,0,1,8
465,000-A,22,15,5.124,8.358,0,1.832,4.563,0,0,8,0,55,0,52.8,3.508,22,1,1,row:16|pos:23|dim:1|id:466,0,1,8
466,000-A,23,15,5.058,8.671,0,1.589,4.806,0,0,8,0,56,0,35.4,3.188,23,1,1,row:16|pos:24|dim:1|id:467,0,1,8
467,000-A,24,15,4.991,8.984,0,1.456,4.939,0,0,8,0,57,0,30.0,2.868,24,1,1,row:16|pos:25|dim:1|id:468,0,1,8
468,000-A,25,15,4.925,9.297,0,1.436,4.959,0,0,8,0,58,0,36.8,2.548,25,1,1,row:16|pos:26|dim:1|id:469,0,1,8
469,000-A,26,15,4.858,9.610,0,1.532,4.863,0,0,8,0,59,0,56.3,2.228,26,1,1,row:16|pos:27|dim:1|id:470,0,1,8
470,000-A,27,15,4.792,9.923,0,1.739,4.655,0,0,8,0,60,0,87.9,1.908,27,1,1,row:16|pos:28|dim:1|id:471,0,1,8
471,000-A,28,15,4.725,10.236,0,2.002,4.392,0,0,8,0,61,0,126.1,1.588,28,1,1,row:16|pos:29|dim:1|id:472,0,1,8
472,000-A,29,15,4.659,10.549,0,2.315,4.080,0,0,8,0,62,0,170.3,1.268,29,1,1,row:16|pos:30|dim:1|id:473,0,1,8
473,000-A,30,15,4.592,10.862,0,2.616,3.778,0,0,8,0,63,0,214.4,0.948,30,1,1,row:16|pos:31|dim:1|id:474,0,1,8
474,000-A,31,15,4.526,11.175,0,2.885,3.510,0,0,8,0,64,0,256.2,0.628,31,1,1,row:16|pos:32|dim:1|id:475,0,1,8
475,000-A,32,15,4.459,11.488,0,3.129,3.266,0,0,8,0,65,0,296.6,0.308,32,1,1,row:16|pos:33|dim:1|id:476,0,1,8
476,000-A,0,16,4.932,11.425,0,2.996,3.399,0,0,9,0,1,0,272.9,0.513,31,1,1,row:17|pos:1|dim:2|id:477,0,2,1
477,000-A,1,16,4.999,11.112,0,2.759,3.636,0,0,9,0,2,0,233.9,0.833,30,1,1,row:17|pos:2|dim:2|id:478,0,2,1
478,000-A,2,16,5.065,10.799,0,2.510,3.885,0,0,9,0,3,0,194.8,1.154,29,1,1,row:17|pos:3|dim:2|id:479,0,2,1
479,000-A,3,16,5.132,10.486,0,2.223,4.171,0,0,9,0,4,0,152.8,1.474,28,1,1,row:17|pos:4|dim:2|id:480,0,2,1
480,000-A,4,16,5.199,10.173,0,1.945,4.449,0,0,9,0,5,0,112.8,1.793,27,1,1,row:17|pos:5|dim:2|id:481,0,2,1
481,000-A,5,16,5.265,9.860,0,1.691,4.704,0,0,9,0,6,0,76.1,2.113,26,1,1,row:17|pos:6|dim:2|id:482,0,2,1
482,000-A,6,16,5.332,9.547,0,1.502,4.892,0,0,9,0,7,0,47.0,2.433,25,1,1,row:17|pos:7|dim:2|id:483,0,2,1
483,000-A,7,16,5.398,9.234,0,1.464,4.931,0,0,9,0,8,0,33.9,2.753,24,1,1,row:17|pos:8|dim:2|id:484,0,2,1
484,000-A,8,16,5.465,8.921,0,1.571,4.824,0,0,9,0,9,0,36.4,3.073,23,1,1,row:17|pos:9|dim:2|id:485,0,2,1
485,000-A,9,16,5.531,8.608,0,1.779,4.615,0,0,9,0,10,0,50.1,3.393,22,1,1,row:17|pos:10|dim:2|id:486,0,2,1
486,000-A,10,16,5.598,8.295,0,2.009,4.386,0,0,9,0,11,0,66.9,3.713,21,1,1,row:17|pos:11|dim:2|id:487,0,2,1
487,000-A,11,16,5.664,7.982,0,2.199,4.196,0,0,9,0,12,0,80.7,4.033,20,1,1,row:17|pos:12|dim:2|id:488,0,2,1
488,000-A,12,16,5.731,7.669,0,2.298,4.096,0,0,9,0,13,0,86.4,4.353,19,1,1,row:17|pos:13|dim:2|id:489,0,2,1
489,000-A,13,16,5.797,7.356,0,2.281,4.114,0,0,9,0,14,0,81.6,4.673,18,1,1,row:17|pos:14|dim:2|id:490,0,2,1
490,000-A,14,16,5.864,7.043,0,2.181,4.214,0,0,9,0,15,0,69.5,4.993,17,1,1,row:17|pos:15|dim:2|id:491,0,2,1
491,000-A,15,16,5.930,6.730,0,2.048,4.347,0,0,9,0,16,0,55.0,5.313,16,1,1,row:17|pos:16|dim:2|id:492,0,2,1
492,000-A,16,16,5.997,6.417,0,1.904,4.491,0,0,9,0,17,0,40.5,5.382,15,1,1,row:17|pos:17|dim:2|id:493,0,2,1
493,000-A,17,16,6.063,6.104,0,1.803,4.592,0,0,9,0,18,0,31.3,5.062,14,1,1,row:17|pos:18|dim:2|id:494,0,2,1
494,000-A,18,16,6.130,5.791,0,1.724,4.671,0,0,9,0,19,0,25.3,4.742,13,1,1,row:17|pos:19|dim:2|id:495,0,2,1
495,000-A,19,16,6.197,5.478,0,1.659,4.735,0,0,9,0,20,0,21.8,4.422,12,1,1,row:17|pos:20|dim:2|id:496,0,2,1
496,000-A,20,16,6.263,5.165,0,1.605,4.790,0,0,9,0,21,0,20.3,4.102,11,1,1,row:17|pos:21|dim:2|id:497,0,2,1
497,000-A,21,16,6.330,4.852,0,1.565,4.830,0,0,9,0,22,0,21.2,3.782,10,1,1,row:17|pos:22|dim:2|id:498,0,2,1
498,000-A,22,16,6.396,4.539,0,1.532,4.863,0,0,9,0,23,0,23.9,3.462,9,1,1,row:17|pos:23|dim:2|id:499,0,2,1
499,000-A,23,16,6.463,4.226,0,1.503,4.891,0,0,9,0,24,0,28.0,3.142,8,1,1,row:17|pos:24|dim:2|id:500,0,2,1
500,000-A,24,16,6.529,3.913,0,1.492,4.903,0,0,9,0,25,0,34.9,2.822,7,1,1,row:17|pos:25|dim:2|id:501,0,2,1
501,000-A,25,16,6.596,3.600,0,1.499,4.896,0,0,9,0,26,0,44.6,2.502,6,1,1,row:17|pos:26|dim:2|id:502,0,2,1
502,000-A,26,16,6.662,3.287,0,1.547,4.848,0,0,9,0,27,0,59.4,2.182,5,1,1,row:17|pos:27|dim:2|id:503,0,2,1
503,000-A,27,16,6.729,2.974,0,1.656,4.738,0,0,9,0,28,0,81.4,1.862,4,1,1,row:17|pos:28|dim:2|id:504,0,2,1
504,000-A,28,16,6.795,2.661,0,1.788,4.607,0,0,9,0,29,0,106.6,1.542,3,1,1,row:17|pos:29|dim:2|id:505,0,2,1
505,000-A,29,16,6.862,2.348,0,1.911,4.483,0,0,9,0,30,0,131.9,1.222,2,1,1,row:17|pos:30|dim:2|id:506,0,2,1
506,000-A,30,16,6.928,2.035,0,2.009,4.385,0,0,9,0,31,0,155.8,0.902,1,1,1,row:17|pos:31|dim:2|id:507,0,2,1
507,000-A,31,16,6.995,1.722,0,2.109,4.285,0,0,9,0,32,0,180.9,0.582,0,1,1,row:17|pos:32|dim:2|id:508,0,2,1
508,000-A,0,17,7.468,1.659,0,2.591,3.803,0,0,9,0,33,0,212.3,0.424,0,1,1,row:18|pos:1|dim:2|id:509,0,2,1
509,000-A,1,17,7.402,1.972,0,2.454,3.941,0,0,9,0,34,0,185.2,0.744,1,1,1,row:18|pos:2|dim:2|id:510,0,2,1
510,000-A,2,17,7.335,2.285,0,2.297,4.098,0,0,9,0,35,0,157.2,1.064,2,1,1,row:18|pos:3|dim:2|id:511,0,2,1
511,000-A,3,17,7.269,2.598,0,2.130,4.265,0,0,9,0,36,0,129.1,1.384,3,1,1,row:18|pos:4|dim:2|id:512,0,2,1
512,000-A,4,17,7.202,2.911,0,1.964,4.431,0,0,9,0,37,0,102.0,1.704,4,1,1,row:18|pos:5|dim:2|id:513,0,2,1
513,000-A,5,17,7.136,3.224,0,1.779,4.616,0,0,9,0,38,0,73.9,2.024,5,1,1,row:18|pos:6|dim:2|id:514,0,2,1
514,000-A,6,17,7.069,3.537,0,1.623,4.771,0,0,9,0,39,0,49.7,2.344,6,1,1,row:18|pos:7|dim:2|id:515,0,2,1
515,000-A,7,17,7.003,3.850,0,1.540,4.854,0,0,9,0,40,0,33.6,2.664,7,1,1,row:18|pos:8|dim:2|id:516,0,2,1
516,000-A,8,17,6.936,4.163,0,1.515,4.879,0,0,9,0,41,0,24.2,2.984,8,1,1,row:18|pos:9|dim:2|id:517,0,2,1
517,000-A,9,17,6.870,4.476,0,1.544,4.851,0,0,9,0,42,0,21.1,3.304,9,1,1,row:18|pos:10|dim:2|id:518,0,2,1
518,000-A,10,17,6.803,4.789,0,1.563,4.832,0,0,9,0,43,0,18.0,3.624,10,1,1,row:18|pos:11|dim:2|id:519,0,2,1
519,000-A,11,17,6.736,5.102,0,1.588,4.807,0,0,9,0,44,0,16.4,3.944,11,1,1,row:18|pos:12|dim:2|id:520,0,2,1
520,000-A,12,17,6.670,5.415,0,1.646,4.749,0,0,9,0,45,0,18.9,4.264,12,1,1,row:18|pos:13|dim:2|id:521,0,2,1
521,000-A,13,17,6.603,5.728,0,1.720,4.674,0,0,9,0,46,0,24.0,4.584,13,1,1,row:18|pos:14|dim:2|id:522,0,2,1
522,000-A,14,17,6.537,6.041,0,1.836,4.559,0,0,9,0,47,0,34.1,4.904,14,1,1,row:18|pos:15|dim:2|id:523,0,2,1
523,000-A,15,17,6.470,6.354,0,1.990,4.405,0,0,9,0,48,0,49.0,5.224,15,1,1,row:18|pos:16|dim:2|id:524,0,2,1
524,000-A,16,17,6.404,6.667,0,2.199,4.195,0,0,9,0,49,0,70.4,5.520,16,1,1,row:18|pos:17|dim:2|id:525,0,2,1
