index,position_x,position_y,position_z,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,bulbonline,lineID,Universe,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,AmI_0axis_IndicatorLocal,AmI_Zaxis_indicatorLocal,AmI_Yaxis_indicatorLocal,AmI_Xaxis_indicatorLocal,AmI_0axis_IndicatorGlobal,AmI_Xaxis_indicatorGlobal,AmI_Yaxis_indicatorGlobal,AmI_Zaxis_indicatorGlobal,Up
248,2.767,4.297,4.410,9.977,0.806,-0.806,12,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
249,2.701,4.610,4.385,9.977,0.544,-0.544,13,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
250,2.634,4.923,4.359,9.977,0.266,-0.266,14,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
251,2.568,5.236,4.363,9.977,0.121,-0.121,15,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
252,2.501,5.549,4.368,9.977,0.071,-0.071,16,8,1,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
253,2.434,5.862,4.399,9.977,0.090,-0.090,17,8,1,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
254,2.368,6.175,4.433,9.977,0.113,-0.113,18,8,1,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
255,2.301,6.488,4.492,9.977,0.147,-0.147,19,8,1,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
256,2.235,6.801,4.556,9.977,0.125,-0.125,20,8,1,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
257,2.168,7.114,4.646,9.977,0.161,-0.161,21,8,1,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
258,2.102,7.427,4.742,9.977,0.280,-0.280,22,8,1,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
259,2.035,7.740,4.864,9.977,0.523,-0.523,23,8,1,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260,1.969,8.053,4.993,9.977,0.887,-0.887,24,8,1,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
261,1.902,8.366,5.153,9.977,1.440,-1.440,25,8,1,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262,1.836,8.679,5.319,9.977,1.846,-1.846,26,8,1,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
263,3.970,0.803,5.983,9.916,0.245,-0.245,0,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
264,3.903,1.116,5.741,9.916,0.205,-0.205,1,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
265,3.837,1.429,5.515,9.916,0.165,-0.165,2,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
266,3.770,1.742,5.321,9.916,0.158,-0.158,3,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267,3.704,2.055,5.146,9.916,0.176,-0.176,4,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
268,3.637,2.368,4.991,9.916,0.242,-0.242,5,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
269,3.571,2.681,4.858,9.916,0.361,-0.361,6,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
270,3.504,2.994,4.738,9.916,0.506,-0.506,7,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
271,3.438,3.307,4.641,9.916,0.619,-0.619,8,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
272,3.371,3.620,4.554,9.916,0.666,-0.666,9,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
273,3.304,3.933,4.488,9.916,0.610,-0.610,10,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
274,3.238,4.246,4.433,9.916,0.501,-0.501,11,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
275,3.171,4.559,4.397,9.916,0.285,-0.285,12,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
276,3.105,4.872,4.372,9.916,0.147,-0.147,13,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
277,3.038,5.185,4.364,9.916,0.116,-0.116,14,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
278,2.972,5.498,4.368,9.916,0.107,-0.107,15,9,2,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
279,2.905,5.811,4.388,9.916,0.111,-0.111,16,9,1,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
280,2.839,6.124,4.423,9.916,0.112,-0.112,17,9,1,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
281,2.772,6.437,4.471,9.916,0.088,-0.088,18,9,1,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
282,2.706,6.750,4.536,9.916,0.066,-0.066,19,9,1,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
283,2.639,7.063,4.615,9.916,0.040,-0.040,20,9,1,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
284,2.573,7.376,4.712,9.916,0.089,-0.089,21,9,1,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
285,2.506,7.689,4.824,9.916,0.234,-0.234,22,9,1,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
286,2.440,8.002,4.954,9.916,0.475,-0.475,23,9,1,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287,2.373,8.315,5.104,9.916,0.806,-0.806,24,9,1,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
288,2.306,8.628,5.270,9.916,1.202,-1.202,25,9,1,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
289,2.240,8.941,5.465,9.916,1.601,-1.601,26,9,1,4.050,3.923,4.387,4.050,-0.500,6.395,4.050,8.607,5.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
290,4.440,0.754,6.125,9.872,0.155,-0.155,0,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
291,4.374,1.067,5.857,9.872,0.080,-0.080,1,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
292,4.307,1.380,5.619,9.872,0.043,-0.043,2,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
293,4.241,1.693,5.414,9.872,0.072,-0.072,3,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
294,4.174,2.006,5.220,9.872,0.031,-0.031,4,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
295,4.108,2.319,5.064,9.872,0.033,-0.033,5,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
296,4.041,2.632,4.914,9.872,0.029,-0.029,6,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
297,3.975,2.945,4.794,9.872,0.067,-0.067,7,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
298,3.908,3.258,4.681,9.872,0.137,-0.137,8,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
299,3.842,3.571,4.594,9.872,0.200,-0.200,9,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
300,3.775,3.884,4.514,9.872,0.189,-0.189,10,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
301,3.708,4.197,4.459,9.872,0.175,-0.175,11,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
302,3.642,4.510,4.409,9.872,0.065,-0.065,12,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
303,3.575,4.823,4.384,9.872,0.040,-0.040,13,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
304,3.509,5.136,4.364,9.872,0.073,-0.073,14,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
305,3.442,5.449,4.369,9.872,0.136,-0.136,15,10,2,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
306,3.376,5.762,4.376,9.872,0.187,-0.187,16,10,1,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
307,3.309,6.075,4.411,9.872,0.220,-0.220,17,10,1,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
308,3.243,6.388,4.448,9.872,0.157,-0.157,18,10,1,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
309,3.176,6.701,4.513,9.872,0.093,-0.093,19,10,1,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310,3.110,7.014,4.580,9.872,0.035,-0.035,20,10,1,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
311,3.043,7.327,4.677,9.872,0.016,-0.016,21,10,1,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
312,2.977,7.640,4.777,9.872,0.049,-0.049,22,10,1,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
313,2.910,7.953,4.908,9.872,0.181,-0.181,23,10,1,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
314,2.844,8.266,5.045,9.872,0.357,-0.357,24,10,1,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
315,2.777,8.579,5.213,9.872,0.608,-0.608,25,10,1,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
316,2.710,8.892,5.394,9.872,0.945,-0.945,26,10,1,4.500,3.913,4.389,4.500,-0.486,6.395,4.500,8.573,5.679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
317,4.844,1.019,6.051,10.683,0.149,-0.149,0,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
318,4.778,1.332,5.839,10.683,0.096,-0.096,1,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
319,4.711,1.645,5.642,10.683,0.065,-0.065,2,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
320,4.644,1.958,5.472,10.683,0.071,-0.071,3,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
321,4.578,2.271,5.311,10.683,0.069,-0.069,4,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
322,4.511,2.584,5.176,10.683,0.084,-0.084,5,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
323,4.445,2.897,5.049,10.683,0.043,-0.043,6,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
324,4.378,3.210,4.944,10.683,0.047,-0.047,7,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
325,4.312,3.523,4.849,10.683,0.073,-0.073,8,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
326,4.245,3.836,4.770,10.683,0.098,-0.098,9,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
327,4.179,4.149,4.704,10.683,0.127,-0.127,10,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
328,4.112,4.462,4.650,10.683,0.138,-0.138,11,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
329,4.046,4.775,4.613,10.683,0.164,-0.164,12,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
330,3.979,5.088,4.581,10.683,0.238,-0.238,13,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
331,3.913,5.401,4.572,10.683,0.334,-0.334,14,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
332,3.846,5.714,4.563,10.683,0.410,-0.410,15,11,2,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
333,3.780,6.027,4.581,10.683,0.447,-0.447,16,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
334,3.713,6.340,4.600,10.683,0.399,-0.399,17,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
335,3.646,6.653,4.640,10.683,0.340,-0.340,18,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
336,3.580,6.966,4.688,10.683,0.270,-0.270,19,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
337,3.513,7.279,4.751,10.683,0.211,-0.211,20,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
338,3.447,7.592,4.828,10.683,0.147,-0.147,21,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
339,3.380,7.905,4.916,10.683,0.085,-0.085,22,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
340,3.314,8.218,5.023,10.683,0.118,-0.118,23,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
341,3.247,8.531,5.139,10.683,0.242,-0.242,24,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
342,3.181,8.844,5.278,10.683,0.452,-0.452,25,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
343,3.114,9.157,5.425,10.683,0.753,-0.753,26,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
344,3.048,9.470,5.599,10.683,1.162,-1.162,27,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
345,2.981,9.783,5.783,10.683,1.576,-1.576,28,11,1,4.950,4.448,4.573,4.950,-0.471,6.395,4.950,9.459,6.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
346,5.314,0.972,6.201,11.469,0.376,-0.376,0,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
347,5.248,1.285,5.994,11.469,0.242,-0.242,1,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
348,5.181,1.598,5.820,11.469,0.164,-0.164,2,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
349,5.115,1.911,5.648,11.469,0.093,-0.093,3,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
350,5.048,2.224,5.503,11.469,0.064,-0.064,4,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
351,4.981,2.537,5.364,11.469,0.045,-0.045,5,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
352,4.915,2.850,5.244,11.469,0.039,-0.039,6,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
353,4.848,3.163,5.136,11.469,0.045,-0.045,7,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
354,4.782,3.476,5.037,11.469,0.069,-0.069,8,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
355,4.715,3.789,4.957,11.469,0.103,-0.103,9,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
356,4.649,4.102,4.878,11.469,0.123,-0.123,10,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
357,4.582,4.415,4.825,11.469,0.159,-0.159,11,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358,4.516,4.728,4.772,11.469,0.205,-0.205,12,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
359,4.449,5.041,4.738,11.469,0.284,-0.284,13,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
360,4.383,5.354,4.711,11.469,0.383,-0.383,14,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
361,4.316,5.667,4.693,11.469,0.468,-0.468,15,12,2,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
362,4.250,5.980,4.693,11.469,0.505,-0.505,16,12,1,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
363,4.183,6.293,4.693,11.469,0.489,-0.489,17,12,1,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
364,4.117,6.606,4.718,11.469,0.478,-0.478,18,12,1,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
365,4.050,6.919,4.744,11.469,0.432,-0.432,19,12,1,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
366,3.984,7.232,4.785,11.469,0.411,-0.411,20,12,1,5.400,4.927,4.693,5.400,-0.455,6.395,5.400,10.308,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
