index,position_x,position_y,position_z,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,bulbonline,lineID,Universe,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,AmI_0axis_IndicatorLocal,AmI_Zaxis_indicatorLocal,AmI_Yaxis_indicatorLocal,AmI_Xaxis_indicatorLocal,AmI_0axis_IndicatorGlobal,AmI_Xaxis_indicatorGlobal,AmI_Yaxis_indicatorGlobal,AmI_Zaxis_indicatorGlobal,Up
129,1.397,2.084,5.647,10.395,2.330,-2.330,6,4,2,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130,1.331,2.397,5.466,10.395,2.457,-2.457,7,4,2,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
131,1.264,2.710,5.317,10.395,2.517,-2.517,8,4,2,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132,1.198,3.023,5.173,10.395,2.455,-2.455,9,4,2,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,1.131,3.336,5.058,10.395,2.318,-2.318,10,4,2,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,1.065,3.649,4.947,10.395,2.080,-2.080,11,4,2,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,0.998,3.962,4.863,10.395,1.763,-1.763,12,4,2,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,0.931,4.275,4.781,10.395,1.410,-1.410,13,4,2,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137,0.865,4.588,4.728,10.395,1.097,-1.097,14,4,2,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138,0.798,4.901,4.674,10.395,0.852,-0.852,15,4,2,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139,0.732,5.214,4.648,10.395,0.724,-0.724,16,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,0.665,5.527,4.624,10.395,0.655,-0.655,17,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
141,0.599,5.840,4.622,10.395,0.594,-0.594,18,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
142,0.532,6.153,4.627,10.395,0.514,-0.514,19,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143,0.466,6.466,4.649,10.395,0.386,-0.386,20,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144,0.399,6.779,4.684,10.395,0.203,-0.203,21,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,0.333,7.092,4.731,10.395,0.255,-0.255,22,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
146,0.266,7.405,4.795,10.395,0.381,-0.381,23,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
147,0.200,7.718,4.868,10.395,0.545,-0.545,24,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,0.133,8.031,4.963,10.395,0.674,-0.674,25,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
149,0.067,8.344,5.066,10.395,0.768,-0.768,26,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
150,0.000,8.657,5.193,10.395,0.886,-0.886,27,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
151,-0.067,8.970,5.328,10.395,1.055,-1.055,28,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
152,-0.133,9.283,5.490,10.395,1.270,-1.270,29,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
153,-0.200,9.596,5.664,10.395,1.532,-1.532,30,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
154,-0.266,9.909,5.864,10.395,1.927,-1.927,31,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,-0.333,10.222,6.084,10.395,2.294,-2.294,32,4,1,1.800,5.696,4.624,1.800,0.861,6.237,1.800,10.476,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
156,1.816,2.277,5.307,9.992,2.126,-2.126,6,5,2,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
157,1.750,2.590,5.142,9.992,2.248,-2.248,7,5,2,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
158,1.683,2.903,4.985,9.992,2.202,-2.202,8,5,2,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159,1.617,3.216,4.856,9.992,2.101,-2.101,9,5,2,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
160,1.550,3.529,4.736,9.992,1.928,-1.928,10,5,2,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161,1.484,3.842,4.640,9.992,1.685,-1.685,11,5,2,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
162,1.417,4.155,4.553,9.992,1.340,-1.340,12,5,2,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163,1.351,4.468,4.489,9.992,0.968,-0.968,13,5,2,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
164,1.284,4.781,4.432,9.992,0.610,-0.610,14,5,2,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
165,1.218,5.094,4.398,9.992,0.390,-0.390,15,5,2,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,1.151,5.407,4.369,9.992,0.290,-0.290,16,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167,1.084,5.720,4.364,9.992,0.276,-0.276,17,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
168,1.018,6.033,4.363,9.992,0.266,-0.266,18,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
169,0.951,6.346,4.388,9.992,0.216,-0.216,19,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
170,0.885,6.659,4.413,9.992,0.115,-0.115,20,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,0.818,6.972,4.468,9.992,0.105,-0.105,21,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
172,0.752,7.285,4.523,9.992,0.255,-0.255,22,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173,0.685,7.598,4.609,9.992,0.481,-0.481,23,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,0.619,7.911,4.695,9.992,0.629,-0.629,24,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175,0.552,8.224,4.812,9.992,0.809,-0.809,25,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
176,0.486,8.537,4.931,9.992,0.915,-0.915,26,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
177,0.419,8.850,5.084,9.992,1.052,-1.052,27,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178,0.353,9.163,5.243,9.992,1.227,-1.227,28,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
179,0.286,9.476,5.434,9.992,1.488,-1.488,29,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
180,0.220,9.789,5.640,9.992,1.863,-1.863,30,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
181,0.153,10.102,5.875,9.992,2.254,-2.254,31,5,1,2.250,5.991,4.386,2.250,1.268,5.675,2.250,10.456,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,2.290,2.213,5.360,10.039,1.909,-1.909,6,6,2,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
183,2.223,2.526,5.187,10.039,2.081,-2.081,7,6,2,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
184,2.157,2.839,5.023,10.039,2.105,-2.105,8,6,2,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185,2.090,3.152,4.892,10.039,2.057,-2.057,9,6,2,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
186,2.024,3.465,4.764,10.039,1.924,-1.924,10,6,2,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
187,1.957,3.778,4.667,10.039,1.739,-1.739,11,6,2,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
188,1.891,4.091,4.572,10.039,1.436,-1.436,12,6,2,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
189,1.824,4.404,4.507,10.039,1.082,-1.082,13,6,2,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190,1.758,4.717,4.443,10.039,0.706,-0.706,14,6,2,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
191,1.691,5.030,4.406,10.039,0.405,-0.405,15,6,2,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,1.625,5.343,4.372,10.039,0.218,-0.218,16,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
193,1.558,5.656,4.363,10.039,0.177,-0.177,17,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
194,1.492,5.969,4.359,10.039,0.188,-0.188,18,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,1.425,6.282,4.376,10.039,0.186,-0.186,19,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
196,1.359,6.595,4.401,10.039,0.146,-0.146,20,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
197,1.292,6.908,4.445,10.039,0.105,-0.105,21,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
198,1.225,7.221,4.500,10.039,0.209,-0.209,22,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
199,1.159,7.534,4.573,10.039,0.402,-0.402,23,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
200,1.092,7.847,4.659,10.039,0.640,-0.640,24,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
201,1.026,8.160,4.763,10.039,0.937,-0.937,25,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
202,0.959,8.473,4.881,10.039,1.227,-1.227,26,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
203,0.893,8.786,5.021,10.039,1.472,-1.472,27,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
204,0.826,9.099,5.173,10.039,1.573,-1.573,28,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
205,0.760,9.412,5.353,10.039,1.652,-1.652,29,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
206,0.693,9.725,5.544,10.039,1.867,-1.867,30,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
207,0.627,10.038,5.774,10.039,2.264,-2.264,31,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
208,0.560,10.351,6.018,10.039,2.687,-2.687,32,6,1,2.700,5.947,4.384,2.700,1.198,5.670,2.700,10.437,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,2.762,2.158,5.414,10.080,1.439,-1.439,5,7,2,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
210,2.695,2.471,5.231,10.080,1.666,-1.666,6,7,2,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
211,2.629,2.784,5.068,10.080,1.793,-1.793,7,7,2,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
212,2.562,3.097,4.927,10.080,1.834,-1.834,8,7,2,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
213,2.496,3.410,4.799,10.080,1.796,-1.796,9,7,2,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
214,2.429,3.723,4.693,10.080,1.679,-1.679,10,7,2,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
215,2.363,4.036,4.599,10.080,1.422,-1.422,11,7,2,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
216,2.296,4.349,4.524,10.080,1.098,-1.098,12,7,2,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
217,2.229,4.662,4.460,10.080,0.743,-0.743,13,7,2,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
218,2.163,4.975,4.414,10.080,0.403,-0.403,14,7,2,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,2.096,5.288,4.381,10.080,0.149,-0.149,15,7,2,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
220,2.030,5.601,4.361,10.080,0.094,-0.094,16,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,1.963,5.914,4.357,10.080,0.099,-0.099,17,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
222,1.897,6.227,4.364,10.080,0.114,-0.114,18,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
223,1.830,6.540,4.390,10.080,0.130,-0.130,19,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
224,1.764,6.853,4.423,10.080,0.075,-0.075,20,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225,1.697,7.166,4.478,10.080,0.115,-0.115,21,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
226,1.631,7.479,4.540,10.080,0.247,-0.247,22,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
227,1.564,7.792,4.626,10.080,0.496,-0.496,23,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
228,1.498,8.105,4.717,10.080,0.839,-0.839,24,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
229,1.431,8.418,4.835,10.080,1.313,-1.313,25,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
230,1.365,8.731,4.961,10.080,1.636,-1.636,26,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
231,1.298,9.044,5.113,10.080,1.810,-1.810,27,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
232,1.231,9.357,5.278,10.080,1.856,-1.856,28,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
233,1.165,9.670,5.467,10.080,1.906,-1.906,29,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
234,1.098,9.983,5.679,10.080,2.085,-2.085,30,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
235,1.032,10.296,5.911,10.080,2.514,-2.514,31,7,1,3.150,5.908,4.381,3.150,1.137,5.665,3.150,10.420,6.395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
236,3.565,0.541,6.129,9.977,0.498,-0.498,0,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
237,3.499,0.854,5.864,9.977,0.444,-0.444,1,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
238,3.432,1.167,5.629,9.977,0.392,-0.392,2,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
239,3.366,1.480,5.424,9.977,0.365,-0.365,3,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
240,3.299,1.793,5.232,9.977,0.388,-0.388,4,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
241,3.233,2.106,5.075,9.977,0.520,-0.520,5,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
242,3.166,2.419,4.923,9.977,0.716,-0.716,6,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
243,3.100,2.732,4.804,9.977,0.927,-0.927,7,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
244,3.033,3.045,4.689,9.977,1.063,-1.063,8,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
245,2.967,3.358,4.602,9.977,1.149,-1.149,9,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
246,2.900,3.671,4.519,9.977,1.142,-1.142,10,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247,2.834,3.984,4.464,9.977,1.029,-1.029,11,8,2,3.600,3.944,4.385,3.600,-0.512,6.395,3.600,8.660,5.672,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
