index,position_x,position_y,position_z,Bulbcablelength(M),CatenToFloor,bulbonline,lineID,Universe,AmI_0axis_Indicator,AmI_Zaxis_indicator,AmI_Xaxis_indicator,AmI_Yaxis_indicator
860,10.329,7.673,4.898,0.823,-4.898,16,26,0,False,False,False,False
861,10.264,7.976,4.896,0.699,-4.896,17,26,0,False,False,False,False
862,10.200,8.280,4.893,0.616,-4.893,18,26,0,False,False,False,False
863,10.135,8.583,4.891,0.590,-4.891,19,26,0,False,False,False,False
864,10.071,8.886,4.928,0.772,-4.928,20,26,0,False,False,False,False
865,10.006,9.189,4.969,1.082,-4.969,21,26,0,False,False,False,False
866,9.942,9.492,5.010,1.524,-5.010,22,26,0,False,False,False,False
867,9.877,9.796,5.069,1.776,-5.069,23,26,0,False,False,False,False
868,9.813,10.099,5.145,1.932,-5.145,24,26,0,False,False,False,False
869,9.749,10.402,5.220,1.969,-5.220,25,26,0,False,False,False,False
870,9.684,10.705,5.301,1.907,-5.301,26,26,0,False,False,False,False
871,9.620,11.009,5.402,1.779,-5.402,27,26,0,False,False,False,False
872,9.555,11.312,5.503,1.709,-5.503,28,26,0,False,False,False,False
873,9.491,11.615,5.605,1.732,-5.605,29,26,0,False,False,False,False
874,9.426,11.918,5.722,1.895,-5.722,30,26,0,False,False,False,False
875,9.362,12.222,5.840,2.084,-5.840,31,26,0,False,False,False,False
876,9.297,12.525,5.959,2.250,-5.959,32,26,0,False,False,False,False
877,9.233,12.828,6.083,2.571,-6.083,33,26,0,False,False,False,False
878,11.753,3.135,6.255,1.947,-6.255,0,27,3,False,False,False,False
879,11.689,3.439,6.133,1.651,-6.133,1,27,3,False,False,False,False
880,11.624,3.742,6.010,1.366,-6.010,2,27,3,False,False,False,False
881,11.560,4.045,5.894,1.142,-5.894,3,27,3,False,False,False,False
882,11.495,4.348,5.779,0.958,-5.779,4,27,3,False,False,False,False
883,11.431,4.652,5.663,0.838,-5.663,5,27,3,False,False,False,False
884,11.366,4.955,5.559,0.770,-5.559,6,27,3,False,False,False,False
885,11.302,5.258,5.459,0.737,-5.459,7,27,3,False,False,False,False
886,11.238,5.561,5.358,0.708,-5.358,8,27,3,False,False,False,False
887,11.173,5.864,5.268,0.704,-5.268,9,27,3,False,False,False,False
888,11.109,6.168,5.192,0.722,-5.192,10,27,3,False,False,False,False
889,11.044,6.471,5.115,0.793,-5.115,11,27,3,False,False,False,False
890,10.980,6.774,5.042,0.876,-5.042,12,27,3,False,False,False,False
891,10.915,7.077,4.998,0.922,-4.998,13,27,3,False,False,False,False
892,10.851,7.381,4.954,0.846,-4.954,14,27,0,False,False,False,False
893,10.786,7.684,4.910,0.666,-4.910,15,27,0,False,False,False,False
894,10.722,7.987,4.897,0.469,-4.897,16,27,0,False,False,False,False
895,10.657,8.290,4.895,0.358,-4.895,17,27,0,False,False,False,False
896,10.593,8.593,4.893,0.333,-4.893,18,27,0,False,False,False,False
897,10.529,8.897,4.904,0.429,-4.904,19,27,0,False,False,False,False
898,10.464,9.200,4.945,0.618,-4.945,20,27,0,False,False,False,False
899,10.400,9.503,4.986,0.943,-4.986,21,27,0,False,False,False,False
900,10.335,9.806,5.027,1.214,-5.027,22,27,0,False,False,False,False
901,10.271,10.110,5.100,1.422,-5.100,23,27,0,False,False,False,False
902,10.206,10.413,5.175,1.501,-5.175,24,27,0,False,False,False,False
903,10.142,10.716,5.251,1.464,-5.251,25,27,0,False,False,False,False
904,10.077,11.019,5.341,1.363,-5.341,26,27,0,False,False,False,False
905,10.013,11.323,5.442,1.313,-5.442,27,27,0,False,False,False,False
906,9.948,11.626,5.543,1.346,-5.543,28,27,0,False,False,False,False
907,9.884,11.929,5.649,1.510,-5.649,29,27,0,False,False,False,False
908,9.820,12.232,5.767,1.789,-5.767,30,27,0,False,False,False,False
909,9.755,12.535,5.885,2.047,-5.885,31,27,0,False,False,False,False
910,9.691,12.839,6.004,2.322,-6.004,32,27,0,False,False,False,False
911,9.626,13.142,6.129,2.674,-6.129,33,27,0,False,False,False,False
912,0.000,0.000,0.000,0.000,0.000,0,0,0,True,False,False,False
913,1.000,0.000,0.000,0.000,0.000,0,0,0,False,False,True,False
914,0.000,0.000,1.000,0.000,0.000,0,0,0,False,True,False,False
915,0.000,1.000,0.000,0.000,0.000,0,0,0,False,False,False,True
