index,position_x,position_y,position_z,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,LineID,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,AmI_Zaxis_indicator,AmI_Xaxis_indicator,AmI_0axis_Indicator,AmI_Yaxis_indicator
176,1.321,4.607,4.878,10.013,1.194,-4.878,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
177,1.256,4.914,4.818,10.013,0.838,-4.818,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
178,1.190,5.222,4.758,10.013,0.635,-4.758,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
179,1.124,5.533,4.727,10.013,0.553,-4.727,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
180,1.058,5.845,4.697,10.013,0.486,-4.697,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
181,0.992,6.157,4.694,10.013,0.434,-4.694,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
182,0.925,6.469,4.694,10.013,0.305,-4.694,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
183,0.859,6.781,4.718,10.013,0.157,-4.718,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
184,0.793,7.092,4.749,10.013,0.283,-4.749,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
185,0.727,7.401,4.801,10.013,0.504,-4.801,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
186,0.662,7.709,4.861,10.013,0.740,-4.861,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
187,0.597,8.012,4.941,10.013,0.873,-4.941,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
188,0.533,8.312,5.031,10.013,1.016,-5.031,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
189,0.471,8.607,5.136,10.013,1.113,-5.136,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
190,0.409,8.898,5.255,10.013,1.225,-5.255,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
191,0.348,9.183,5.387,10.013,1.373,-5.387,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
192,0.289,9.461,5.533,10.013,1.583,-5.533,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
193,0.231,9.734,5.689,10.013,1.877,-5.689,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
194,0.175,9.997,5.862,10.013,2.203,-5.862,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
195,0.120,10.255,6.042,10.013,2.477,-6.042,5,0.982,6.202,4.694,1.937,1.708,6.395,0.027,10.695,6.395,False,False,False,False
196,2.339,1.980,6.198,10.059,2.415,-6.198,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
197,2.285,2.236,5.995,10.059,2.570,-5.995,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
198,2.227,2.508,5.815,10.059,2.691,-5.815,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
199,2.169,2.781,5.638,10.059,2.693,-5.638,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
200,2.108,3.068,5.485,10.059,2.643,-5.485,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
201,2.047,3.356,5.334,10.059,2.515,-5.334,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
202,1.983,3.656,5.209,10.059,2.328,-5.209,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
203,1.919,3.957,5.087,10.059,2.038,-5.087,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
204,1.854,4.266,4.990,10.059,1.689,-4.990,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
205,1.787,4.577,4.898,10.059,1.281,-4.898,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
206,1.720,4.894,4.831,10.059,0.850,-4.831,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
207,1.653,5.212,4.768,10.059,0.563,-4.768,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
208,1.584,5.533,4.731,10.059,0.402,-4.731,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
209,1.516,5.855,4.700,10.059,0.327,-4.700,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
210,1.447,6.178,4.694,10.059,0.277,-4.694,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
211,1.378,6.502,4.694,10.059,0.182,-4.694,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
212,1.310,6.824,4.717,10.059,0.084,-4.717,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
213,1.241,7.146,4.748,10.059,0.224,-4.748,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
214,1.173,7.466,4.802,10.059,0.482,-4.802,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
215,1.106,7.784,4.865,10.059,0.762,-4.865,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
216,1.039,8.097,4.948,10.059,1.039,-4.948,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
217,0.973,8.408,5.041,10.059,1.350,-5.041,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
218,0.909,8.712,5.154,10.059,1.582,-5.154,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
219,0.845,9.013,5.276,10.059,1.694,-5.276,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
220,0.782,9.306,5.417,10.059,1.756,-5.417,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
221,0.721,9.594,5.567,10.059,1.867,-5.567,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
222,0.662,9.873,5.735,10.059,2.120,-5.735,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
223,0.604,10.146,5.913,10.059,2.463,-5.913,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
224,0.548,10.408,6.106,10.059,2.772,-6.106,6,1.432,6.251,4.694,2.392,1.733,6.395,0.471,10.771,6.395,False,False,False,False
225,2.766,2.138,6.101,10.098,2.100,-6.101,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
226,2.710,2.401,5.909,10.098,2.255,-5.909,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
227,2.652,2.675,5.732,10.098,2.372,-5.732,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
228,2.592,2.954,5.565,10.098,2.406,-5.565,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
229,2.531,3.243,5.415,10.098,2.371,-5.415,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
230,2.469,3.536,5.275,10.098,2.270,-5.275,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
231,2.405,3.837,5.153,10.098,2.088,-5.153,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
232,2.340,4.141,5.041,10.098,1.791,-5.041,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
233,2.274,4.452,4.949,10.098,1.414,-4.949,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
234,2.208,4.765,4.865,10.098,0.992,-4.865,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
235,2.140,5.083,4.803,10.098,0.609,-4.803,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
236,2.072,5.402,4.749,10.098,0.332,-4.749,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
237,2.004,5.725,4.718,10.098,0.205,-4.718,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
238,1.935,6.047,4.694,10.098,0.150,-4.694,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
239,1.866,6.370,4.694,10.098,0.089,-4.694,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
240,1.798,6.693,4.699,10.098,0.051,-4.699,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
241,1.729,7.015,4.730,10.098,0.094,-4.730,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
242,1.661,7.337,4.766,10.098,0.226,-4.766,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
243,1.593,7.655,4.828,10.098,0.486,-4.828,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
244,1.526,7.973,4.893,10.098,0.830,-4.893,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
245,1.460,8.284,4.985,10.098,1.311,-4.985,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
246,1.394,8.594,5.080,10.098,1.664,-5.080,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
247,1.330,8.895,5.201,10.098,1.910,-5.201,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
248,1.266,9.196,5.324,10.098,2.003,-5.324,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
249,1.204,9.484,5.474,10.098,1.969,-5.474,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
250,1.143,9.773,5.625,10.098,2.047,-5.625,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
251,1.085,10.047,5.802,10.098,2.249,-5.802,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
252,1.027,10.321,5.979,10.098,2.598,-5.979,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
253,0.972,10.577,6.181,10.098,2.898,-6.181,7,1.880,6.306,4.694,2.845,1.767,6.395,0.915,10.847,6.395,False,False,False,False
254,3.576,0.493,6.197,9.997,0.525,-6.197,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
255,3.523,0.740,5.999,9.997,0.510,-5.999,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
256,3.468,1.002,5.824,9.997,0.496,-5.824,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
257,3.412,1.265,5.651,9.997,0.463,-5.651,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
258,3.353,1.541,5.501,9.997,0.472,-5.501,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
259,3.294,1.819,5.354,9.997,0.525,-5.354,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
260,3.233,2.107,5.228,9.997,0.672,-5.228,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
261,3.171,2.397,5.110,9.997,0.877,-5.110,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
262,3.108,2.694,5.010,9.997,1.099,-5.010,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
263,3.044,2.995,4.920,9.997,1.262,-4.920,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
264,2.979,3.299,4.847,9.997,1.366,-4.847,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
265,2.914,3.606,4.787,9.997,1.398,-4.787,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
266,2.848,3.916,4.742,9.997,1.327,-4.742,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
267,2.782,4.227,4.711,9.997,1.148,-4.711,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
268,2.716,4.539,4.694,9.997,0.883,-4.694,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
269,2.649,4.852,4.694,9.997,0.593,-4.694,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
270,2.583,5.164,4.704,9.997,0.399,-4.704,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
271,2.517,5.475,4.734,9.997,0.263,-4.734,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
272,2.451,5.786,4.772,9.997,0.210,-4.772,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
273,2.385,6.094,4.833,9.997,0.214,-4.833,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
274,2.320,6.400,4.898,9.997,0.210,-4.898,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
275,2.256,6.700,4.988,9.997,0.238,-4.988,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
276,2.193,7.000,5.081,9.997,0.312,-5.081,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
277,2.131,7.290,5.200,9.997,0.479,-5.200,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
278,2.069,7.581,5.319,9.997,0.737,-5.319,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
279,2.010,7.859,5.466,9.997,1.103,-5.466,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
280,1.951,8.137,5.612,9.997,1.554,-5.612,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
281,1.895,8.402,5.783,9.997,2.097,-5.783,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
282,1.839,8.665,5.955,9.997,2.466,-5.955,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
283,1.786,8.914,6.149,9.997,2.758,-6.149,8,2.674,4.733,4.694,3.628,0.247,6.395,1.721,9.219,6.395,False,False,False,False
284,3.987,0.721,6.096,9.935,0.304,-6.096,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
285,3.933,0.974,5.908,9.935,0.273,-5.908,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
286,3.878,1.237,5.734,9.935,0.248,-5.734,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
287,3.821,1.505,5.570,9.935,0.225,-5.570,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
288,3.762,1.783,5.423,9.935,0.234,-5.423,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
289,3.702,2.064,5.283,9.935,0.281,-5.283,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
290,3.640,2.355,5.164,9.935,0.383,-5.164,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
291,3.578,2.647,5.051,9.935,0.521,-5.051,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
292,3.514,2.947,4.960,9.935,0.693,-4.960,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
293,3.450,3.248,4.874,9.935,0.817,-4.874,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
294,3.385,3.556,4.813,9.935,0.904,-4.813,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
295,3.319,3.863,4.754,9.935,0.883,-4.754,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
296,3.253,4.175,4.724,9.935,0.818,-4.724,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
297,3.187,4.486,4.694,9.935,0.598,-4.694,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
298,3.120,4.799,4.694,9.935,0.467,-4.694,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
299,3.054,5.112,4.694,9.935,0.376,-4.694,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
300,2.988,5.424,4.722,9.935,0.329,-4.722,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
301,2.921,5.736,4.753,9.935,0.299,-4.753,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
302,2.856,6.044,4.810,9.935,0.287,-4.810,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
303,2.790,6.351,4.871,9.935,0.231,-4.871,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
304,2.726,6.653,4.956,9.935,0.211,-4.956,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
305,2.663,6.953,5.046,9.935,0.222,-5.046,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
306,2.600,7.246,5.158,9.935,0.311,-5.158,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
307,2.539,7.537,5.278,9.935,0.487,-5.278,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
308,2.479,7.819,5.416,9.935,0.735,-5.416,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
309,2.420,8.097,5.564,9.935,1.042,-5.564,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
310,2.362,8.365,5.727,9.935,1.413,-5.727,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
311,2.307,8.628,5.900,9.935,1.812,-5.900,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
312,2.253,8.881,6.087,9.935,2.186,-6.087,9,3.119,4.806,4.694,4.065,0.353,6.395,2.172,9.261,6.395,False,False,False,False
313,4.451,0.705,6.195,9.891,0.193,-6.195,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
314,4.399,0.950,5.995,9.891,0.138,-5.995,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
315,4.343,1.211,5.819,9.891,0.097,-5.819,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
316,4.287,1.473,5.645,9.891,0.060,-5.645,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
317,4.229,1.749,5.493,9.891,0.044,-5.493,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
318,4.170,2.027,5.345,9.891,0.037,-5.345,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
319,4.109,2.314,5.220,9.891,0.075,-5.220,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
320,4.047,2.604,5.100,9.891,0.136,-5.100,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
321,3.984,2.902,5.002,9.891,0.222,-5.002,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
322,3.920,3.202,4.911,9.891,0.325,-4.911,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
323,3.855,3.507,4.840,9.891,0.418,-4.840,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
324,3.790,3.814,4.779,9.891,0.455,-4.779,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
325,3.724,4.124,4.737,9.891,0.437,-4.737,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
326,3.658,4.436,4.707,9.891,0.376,-4.707,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
327,3.591,4.748,4.694,9.891,0.335,-4.694,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
328,3.525,5.061,4.694,9.891,0.346,-4.694,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
329,3.458,5.373,4.709,9.891,0.390,-4.709,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
330,3.392,5.685,4.740,9.891,0.445,-4.740,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
331,3.326,5.995,4.785,9.891,0.457,-4.785,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
332,3.261,6.302,4.846,9.891,0.406,-4.846,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
333,3.196,6.607,4.919,9.891,0.332,-4.919,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
334,3.132,6.907,5.010,9.891,0.280,-5.010,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
335,3.069,7.204,5.111,9.891,0.280,-5.111,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
336,3.008,7.494,5.231,9.891,0.350,-5.231,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
337,2.947,7.781,5.359,9.891,0.485,-5.359,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
338,2.888,8.058,5.507,9.891,0.703,-5.507,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
339,2.830,8.332,5.660,9.891,0.931,-5.660,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
340,2.774,8.594,5.835,9.891,1.204,-5.835,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
341,2.719,8.853,6.013,9.891,1.525,-6.013,10,3.561,4.891,4.694,4.503,0.461,6.395,2.619,9.321,6.395,False,False,False,False
342,4.858,0.951,6.116,10.694,0.182,-6.116,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
343,4.803,1.210,5.937,10.694,0.113,-5.937,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
344,4.746,1.480,5.775,10.694,0.067,-5.775,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
345,4.688,1.751,5.614,10.694,0.021,-5.614,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
346,4.628,2.034,5.478,10.694,0.005,-5.478,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
347,4.568,2.317,5.341,10.694,0.002,-5.341,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
348,4.506,2.608,5.225,10.694,0.028,-5.225,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
349,4.444,2.902,5.114,10.694,0.046,-5.114,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
350,4.380,3.201,5.019,10.694,0.092,-5.019,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
351,4.316,3.503,4.935,10.694,0.144,-4.935,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
352,4.251,3.807,4.861,10.694,0.184,-4.861,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
353,4.186,4.115,4.805,10.694,0.216,-4.805,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
354,4.120,4.424,4.753,10.694,0.235,-4.753,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
355,4.054,4.735,4.724,10.694,0.260,-4.724,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
356,3.988,5.047,4.696,10.694,0.325,-4.696,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
357,3.921,5.360,4.694,10.694,0.416,-4.694,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
358,3.855,5.672,4.694,10.694,0.488,-4.694,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
359,3.789,5.984,4.713,10.694,0.506,-4.713,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
360,3.722,6.296,4.741,10.694,0.456,-4.741,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
361,3.656,6.606,4.782,10.694,0.381,-4.782,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
362,3.591,6.914,4.838,10.694,0.305,-4.838,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
363,3.526,7.221,4.900,10.694,0.251,-4.900,11,3.907,5.425,4.694,4.940,0.569,6.395,2.875,10.282,6.395,False,False,False,False
