index,position_x,position_y,position_z,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,LineID,bulbonline,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,AmI_Yaxis_indicator,AmI_Xaxis_indicator,AmI_0axis_Indicator,AmI_Zaxis_indicator
357,3.863,5.633,4.565,10.683,0.268,-4.565,11,16,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
358,3.797,5.946,4.576,10.683,0.528,-4.576,11,17,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
359,3.730,6.258,4.595,10.683,0.859,-4.595,11,18,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
360,3.664,6.570,4.628,10.683,1.214,-4.628,11,19,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
361,3.598,6.880,4.675,10.683,1.587,-4.675,11,20,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
362,3.533,7.188,4.729,10.683,2.011,-4.729,11,21,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
363,3.468,7.493,4.804,10.683,2.424,-4.804,11,22,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
364,3.403,7.797,4.879,10.683,0.636,-4.879,11,23,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
365,3.340,8.094,4.981,10.683,0.452,-4.981,11,24,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
366,3.277,8.391,5.082,10.683,0.316,-5.082,11,25,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
367,3.216,8.680,5.205,10.683,0.188,-5.205,11,26,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
368,3.155,8.967,5.333,10.683,0.094,-5.333,11,27,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
369,3.095,9.246,5.475,10.683,0.033,-5.475,11,28,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
370,3.037,9.521,5.627,10.683,0.001,-5.627,11,29,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
371,2.980,9.791,5.788,10.683,0.013,-5.788,11,30,3.917,5.380,4.573,4.940,0.569,6.395,2.875,10.282,6.122,False,False,False,False
372,5.321,0.941,6.221,11.467,0.038,-6.221,12,0,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
373,5.265,1.204,6.047,11.467,0.088,-6.047,12,1,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
374,5.207,1.475,5.887,11.467,0.081,-5.887,12,2,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
375,5.149,1.750,5.736,11.467,0.087,-5.736,12,3,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
376,5.089,2.029,5.590,11.467,0.122,-5.590,12,4,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
377,5.028,2.316,5.462,11.467,0.160,-5.462,12,5,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
378,4.967,2.603,5.335,11.467,0.251,-5.335,12,6,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
379,4.905,2.898,5.228,11.467,0.332,-5.228,12,7,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
380,4.842,3.194,5.125,11.467,0.386,-5.125,12,8,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
381,4.778,3.494,5.033,11.467,0.430,-5.033,12,9,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
382,4.714,3.797,4.955,11.467,0.441,-4.955,12,10,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
383,4.649,4.101,4.878,11.467,0.471,-4.878,12,11,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
384,4.583,4.410,4.826,11.467,0.475,-4.826,12,12,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
385,4.518,4.719,4.774,11.467,0.418,-4.774,12,13,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
386,4.452,5.030,4.739,11.467,0.313,-4.739,12,14,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
387,4.385,5.342,4.712,11.467,0.174,-4.712,12,15,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
388,4.319,5.654,4.693,11.467,0.046,-4.693,12,16,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
389,4.252,5.967,4.693,11.467,0.035,-4.693,12,17,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
390,4.186,6.281,4.693,11.467,0.147,-4.693,12,18,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
391,4.119,6.593,4.717,11.467,0.347,-4.717,12,19,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
392,4.053,6.905,4.743,11.467,0.624,-4.743,12,20,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
393,3.987,7.215,4.782,11.467,0.973,-4.782,12,21,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
394,3.921,7.524,4.834,11.467,1.369,-4.834,12,22,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
395,3.856,7.833,4.890,11.467,1.791,-4.890,12,23,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
396,3.791,8.137,4.968,11.467,2.216,-4.968,12,24,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
397,3.727,8.440,5.046,11.467,2.603,-5.046,12,25,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
398,3.663,8.739,5.142,11.467,1.121,-5.142,12,26,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
399,3.600,9.035,5.245,11.467,0.933,-5.245,12,27,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
400,3.538,9.328,5.356,11.467,0.722,-5.356,12,28,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
401,3.477,9.615,5.484,11.467,0.514,-5.484,12,29,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
402,3.416,9.903,5.611,11.467,0.342,-5.611,12,30,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
403,3.357,10.179,5.761,11.467,0.199,-5.761,12,31,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
404,3.298,10.454,5.912,11.467,0.117,-5.912,12,32,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
405,3.241,10.723,6.076,11.467,0.080,-6.076,12,33,4.258,5.941,4.693,5.377,0.678,6.395,3.139,11.205,6.395,False,False,False,False
406,5.729,1.185,6.138,11.654,0.059,-6.138,13,0,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
407,5.672,1.451,5.969,11.654,0.052,-5.969,13,1,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
408,5.613,1.728,5.820,11.654,0.051,-5.820,13,2,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
409,5.555,2.005,5.671,11.654,0.039,-5.671,13,3,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
410,5.494,2.289,5.537,11.654,0.052,-5.537,13,4,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
411,5.433,2.577,5.412,11.654,0.074,-5.412,13,5,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
412,5.371,2.867,5.291,11.654,0.117,-5.291,13,6,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
413,5.308,3.164,5.190,11.654,0.197,-5.190,13,7,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
414,5.245,3.460,5.089,11.654,0.287,-5.089,13,8,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
415,5.181,3.763,5.007,11.654,0.403,-5.007,13,9,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
416,5.116,4.067,4.930,11.654,0.490,-4.930,13,10,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
417,5.051,4.372,4.863,11.654,0.565,-4.863,13,11,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
418,4.986,4.681,4.811,11.654,0.603,-4.811,13,12,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
419,4.920,4.990,4.760,11.654,0.571,-4.760,13,13,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
420,4.854,5.302,4.732,11.654,0.486,-4.732,13,14,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
421,4.787,5.614,4.706,11.654,0.340,-4.706,13,15,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
422,4.721,5.927,4.693,11.654,0.157,-4.693,13,16,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
423,4.654,6.240,4.693,11.654,0.047,-4.693,13,17,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
424,4.588,6.553,4.695,11.654,0.108,-4.695,13,18,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
425,4.521,6.866,4.721,11.654,0.252,-4.721,13,19,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
426,4.455,7.178,4.747,11.654,0.499,-4.747,13,20,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
427,4.389,7.488,4.789,11.654,0.838,-4.789,13,21,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
428,4.323,7.797,4.840,11.654,1.215,-4.840,13,22,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
429,4.258,8.105,4.897,11.654,1.624,-4.897,13,23,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
430,4.193,8.409,4.974,11.654,2.050,-4.974,13,24,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
431,4.129,8.713,5.051,11.654,2.429,-5.051,13,25,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
432,4.065,9.011,5.147,11.654,2.799,-5.147,13,26,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
433,4.002,9.308,5.248,11.654,1.460,-5.248,13,27,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
434,3.940,9.601,5.358,11.654,1.221,-5.358,13,28,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
435,3.879,9.890,5.484,11.654,1.003,-5.484,13,29,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
436,3.817,10.178,5.609,11.654,0.784,-5.609,13,30,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
437,3.758,10.457,5.757,11.654,0.578,-5.757,13,31,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
438,3.699,10.734,5.906,11.654,0.400,-5.906,13,32,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
439,3.641,11.005,6.066,11.654,0.266,-6.066,13,33,4.674,6.149,4.693,5.813,0.789,6.395,3.533,11.513,6.395,False,False,False,False
440,6.193,1.165,6.224,11.679,0.178,-6.224,14,0,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
441,6.137,1.430,6.053,11.679,0.110,-6.053,14,1,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
442,6.079,1.702,5.895,11.679,0.076,-5.895,14,2,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
443,6.020,1.979,5.747,11.679,0.042,-5.747,14,3,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
444,5.961,2.258,5.601,11.679,0.020,-5.601,14,4,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
445,5.900,2.546,5.476,11.679,0.021,-5.476,14,5,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
446,5.838,2.834,5.351,11.679,0.030,-5.351,14,6,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
447,5.776,3.128,5.242,11.679,0.078,-5.242,14,7,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
448,5.713,3.425,5.141,11.679,0.130,-5.141,14,8,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
449,5.649,3.724,5.047,11.679,0.263,-5.047,14,9,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
450,5.585,4.028,4.970,11.679,0.408,-4.970,14,10,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
451,5.520,4.332,4.894,11.679,0.518,-4.894,14,11,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
452,5.455,4.640,4.838,11.679,0.628,-4.838,14,12,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
453,5.389,4.949,4.787,11.679,0.669,-4.787,14,13,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
454,5.323,5.259,4.746,11.679,0.629,-4.746,14,14,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
455,5.257,5.571,4.720,11.679,0.526,-4.720,14,15,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
456,5.190,5.883,4.694,11.679,0.345,-4.694,14,16,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
457,5.124,6.196,4.693,11.679,0.186,-4.693,14,17,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
458,5.057,6.510,4.693,11.679,0.116,-4.693,14,18,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
459,4.991,6.822,4.707,11.679,0.156,-4.707,14,19,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
460,4.924,7.134,4.733,11.679,0.343,-4.733,14,20,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
461,4.858,7.446,4.761,11.679,0.626,-4.761,14,21,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
462,4.792,7.755,4.812,11.679,0.975,-4.812,14,22,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
463,4.727,8.064,4.864,11.679,1.365,-4.864,14,23,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
464,4.662,8.370,4.932,11.679,1.804,-4.932,14,24,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
465,4.597,8.674,5.008,11.679,2.197,-5.008,14,25,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
466,4.533,8.977,5.090,11.679,2.581,-5.090,14,26,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
467,4.470,9.273,5.191,11.679,2.959,-5.191,14,27,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
468,4.407,9.570,5.292,11.679,1.991,-5.292,14,28,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
469,4.345,9.860,5.413,11.679,1.779,-5.413,14,29,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
470,4.284,10.149,5.538,11.679,1.547,-5.538,14,30,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
471,4.223,10.433,5.672,11.679,1.304,-5.672,14,31,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
472,4.164,10.711,5.821,11.679,1.067,-5.821,14,32,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
473,4.105,10.988,5.969,11.679,0.826,-5.969,14,33,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
474,4.049,11.254,6.139,11.679,0.582,-6.139,14,34,5.107,6.274,4.693,6.249,0.900,6.395,3.964,11.651,6.395,False,False,False,False
475,6.601,1.411,6.139,11.703,0.380,-6.139,15,0,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
476,6.544,1.677,5.970,11.703,0.241,-5.970,15,1,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
477,6.485,1.954,5.822,11.703,0.147,-5.822,15,2,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
478,6.426,2.232,5.674,11.703,0.085,-5.674,15,3,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
479,6.366,2.516,5.540,11.703,0.037,-5.540,15,4,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
480,6.305,2.804,5.415,11.703,0.013,-5.415,15,5,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
481,6.243,3.094,5.294,11.703,0.002,-5.294,15,6,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
482,6.180,3.391,5.193,11.703,0.014,-5.193,15,7,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
483,6.117,3.688,5.093,11.703,0.053,-5.093,15,8,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
484,6.053,3.990,5.010,11.703,0.108,-5.010,15,9,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
485,5.988,4.294,4.934,11.703,0.207,-4.934,15,10,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
486,5.923,4.600,4.865,11.703,0.351,-4.865,15,11,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
487,5.857,4.909,4.814,11.703,0.497,-4.814,15,12,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
488,5.792,5.218,4.763,11.703,0.618,-4.763,15,13,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
489,5.726,5.529,4.734,11.703,0.657,-4.734,15,14,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
490,5.659,5.841,4.708,11.703,0.610,-4.708,15,15,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
491,5.593,6.154,4.693,11.703,0.472,-4.693,15,16,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
492,5.526,6.467,4.693,11.703,0.313,-4.693,15,17,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
493,5.460,6.780,4.693,11.703,0.183,-4.693,15,18,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
494,5.393,7.093,4.719,11.703,0.146,-4.719,15,19,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
495,5.327,7.405,4.745,11.703,0.284,-4.745,15,20,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
496,5.261,7.715,4.784,11.703,0.539,-4.784,15,21,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
497,5.195,8.024,4.835,11.703,0.880,-4.835,15,22,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
498,5.130,8.333,4.890,11.703,1.260,-4.890,15,23,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
499,5.065,8.637,4.966,11.703,1.653,-4.966,15,24,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
500,5.000,8.941,5.042,11.703,2.035,-5.042,15,25,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
501,4.937,9.240,5.135,11.703,2.402,-5.135,15,26,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
502,4.874,9.537,5.236,11.703,2.767,-5.236,15,27,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
503,4.811,9.832,5.342,11.703,1.576,-5.342,15,28,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
504,4.750,10.120,5.468,11.703,1.226,-5.468,15,29,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
505,4.688,10.409,5.593,11.703,0.942,-5.593,15,30,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
506,4.629,10.689,5.736,11.703,0.722,-5.736,15,31,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
507,4.570,10.967,5.885,11.703,0.558,-5.885,15,32,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
508,4.512,11.240,6.041,11.703,0.445,-6.041,15,33,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
509,4.455,11.505,6.212,11.703,0.344,-6.212,15,34,5.540,6.400,4.693,6.685,1.014,6.395,4.395,11.789,6.395,False,False,False,False
510,7.064,1.396,6.225,11.724,0.252,-6.225,16,0,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
511,7.008,1.661,6.054,11.724,0.219,-6.054,16,1,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
512,6.950,1.933,5.897,11.724,0.204,-5.897,16,2,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
513,6.891,2.211,5.749,11.724,0.260,-5.749,16,3,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
514,6.832,2.490,5.603,11.724,0.355,-5.603,16,4,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
515,6.770,2.778,5.479,11.724,0.538,-5.479,16,5,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
516,6.709,3.066,5.354,11.724,0.691,-5.354,16,6,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
517,6.647,3.360,5.245,11.724,0.770,-5.245,16,7,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
518,6.583,3.657,5.145,11.724,0.735,-5.145,16,8,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
519,6.520,3.956,5.049,11.724,0.584,-5.049,16,9,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
520,6.455,4.260,4.973,11.724,0.417,-4.973,16,10,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
521,6.391,4.564,4.897,11.724,0.243,-4.897,16,11,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
522,6.325,4.872,4.841,11.724,0.130,-4.841,16,12,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
523,6.260,5.181,4.790,11.724,0.113,-4.790,16,13,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
524,6.194,5.491,4.747,11.724,0.237,-4.747,16,14,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
525,6.127,5.803,4.722,11.724,0.532,-4.722,16,15,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
526,6.061,6.115,4.696,11.724,0.895,-4.696,16,16,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
527,5.994,6.428,4.693,11.724,1.277,-4.693,16,17,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
528,5.928,6.741,4.693,11.724,1.671,-4.693,16,18,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
529,5.861,7.054,4.705,11.724,2.035,-4.705,16,19,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
530,5.795,7.366,4.731,11.724,2.382,-4.731,16,20,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
531,5.729,7.679,4.757,11.724,2.703,-4.757,16,21,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
532,5.663,7.988,4.808,11.724,2.713,-4.808,16,22,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
533,5.597,8.297,4.859,11.724,2.386,-4.859,16,23,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
534,5.532,8.603,4.924,11.724,2.054,-4.924,16,24,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
535,5.468,8.907,5.000,11.724,1.727,-5.000,16,25,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
536,5.403,9.210,5.080,11.724,1.411,-5.080,16,26,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
537,5.340,9.507,5.180,11.724,1.097,-5.180,16,27,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
538,5.277,9.804,5.281,11.724,0.776,-5.281,16,28,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
539,5.215,10.095,5.398,11.724,0.493,-5.398,16,29,5.973,6.528,4.693,7.120,1.131,6.395,4.826,11.927,6.395,False,False,False,False
